key,cust,mstyle,model_base,model_vp2,baseline_mode_base,baseline_mode_vp2,old_wkly,new_wkly,old_26w,new_26w,delta_units,delta_pct
1864-BB15065,"AMAZON.COM.KYDC,INC",BB15065,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1440 units),L13 nz-avg (OOS: fill-rate 8% over 1440 units),114.5,118.2,2976,3072,96,3.2
1864-BB20228,"AMAZON.COM.KYDC,INC",BB20228,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 9528 units),L13 nz-avg (OOS: fill-rate 8% over 9528 units),803.1,828.9,20880,21552,672,3.2
1864-BB24877,"AMAZON.COM.KYDC,INC",BB24877,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 19640 units),L13 nz-avg (OOS: fill-rate 5% over 19640 units),1612.0,1664.3,41912,43272,1360,3.2
1864-BB26411,"AMAZON.COM.KYDC,INC",BB26411,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 7112 units),L13 nz-avg (OOS: fill-rate 7% over 7112 units),605.5,624.6,15744,16240,496,3.2
1864-BB26613,"AMAZON.COM.KYDC,INC",BB26613,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1350 units),L13 nz-avg (OOS: fill-rate 8% over 1350 units),118.5,122.3,3080,3180,100,3.2
1864-FF23346,"AMAZON.COM.KYDC,INC",FF23346,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 192 units),L13 nz-avg (OOS: fill-rate 7% over 192 units),14.3,14.8,372,384,12,3.2
1864-BB27019,"AMAZON.COM.KYDC,INC",BB27019,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 1170 units),L13 nz-avg (OOS: fill-rate 12% over 1170 units),138.5,142.7,3600,3710,110,3.1
1864-BB29714,"AMAZON.COM.KYDC,INC",BB29714,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 702 units),L13 nz-avg (OOS: fill-rate 9% over 702 units),45.0,46.4,1170,1206,36,3.1
1864-BB0082AMZ6,"AMAZON.COM.KYDC,INC",BB0082AMZ6,Croston's,Croston's,,,1.3,1.3,33,34,1,3.0
1864-BB30276EC,"AMAZON.COM.KYDC,INC",BB30276EC,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 246 units),L13 nz-avg (OOS: fill-rate 7% over 246 units),15.2,15.7,396,408,12,3.0
1864-BB35032,"AMAZON.COM.KYDC,INC",BB35032,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 1656 units),L13 nz-avg (OOS: fill-rate 11% over 1656 units),159.7,164.3,4152,4272,120,2.9
1864-BB36990,"AMAZON.COM.KYDC,INC",BB36990,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 1248 units),L13 nz-avg (OOS: fill-rate 6% over 1248 units),65.4,67.3,1700,1750,50,2.9
1864-BB15775,"AMAZON.COM.KYDC,INC",BB15775,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 5780 units),L13 nz-avg (OOS: fill-rate 7% over 5780 units),460.2,473.1,11964,12300,336,2.8
1864-BB22094,"AMAZON.COM.KYDC,INC",BB22094,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2160 units),L13 nz-avg (OOS: fill-rate 8% over 2160 units),200.3,205.8,5208,5352,144,2.8
1864-BB20227,"AMAZON.COM.KYDC,INC",BB20227,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 10824 units),L13 nz-avg (OOS: fill-rate 7% over 10824 units),914.8,939.7,23784,24432,648,2.7
1864-BB22025,"AMAZON.COM.KYDC,INC",BB22025,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 6336 units),L13 nz-avg (OOS: fill-rate 8% over 6336 units),644.3,661.8,16752,17208,456,2.7
1864-FF8990AMZ3,"AMAZON.COM.KYDC,INC",FF8990AMZ3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 4432 units),L13 nz-avg (OOS: fill-rate 6% over 4432 units),259.8,266.9,6756,6940,184,2.7
1864-FF8651/8,"AMAZON.COM.KYDC,INC",FF8651/8,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 1707 units),L13 nz-avg (OOS: fill-rate 7% over 1707 units),78.5,80.3,2040,2088,48,2.4
1864-BB0009,"AMAZON.COM.KYDC,INC",BB0009,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB0012,"AMAZON.COM.KYDC,INC",BB0012,Sparse Intermittent,Sparse Intermittent,,,0.7,0.7,18,18,0,0.0
1864-BB0012AMZ6,"AMAZON.COM.KYDC,INC",BB0012AMZ6,Croston's,Croston's,,,1.0,1.0,27,27,0,0.0
1864-BB0012PCS2,"AMAZON.COM.KYDC,INC",BB0012PCS2,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB0018,"AMAZON.COM.KYDC,INC",BB0018,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB0018EC,"AMAZON.COM.KYDC,INC",BB0018EC,Sparse Intermittent,Sparse Intermittent,,,38.8,38.8,1008,1008,0,0.0
1864-BB0018PCS2,"AMAZON.COM.KYDC,INC",BB0018PCS2,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB0079,"AMAZON.COM.KYDC,INC",BB0079,Croston's,Croston's,,,5.1,5.1,132,132,0,0.0
1864-BB0079AMZ6,"AMAZON.COM.KYDC,INC",BB0079AMZ6,Croston's,Croston's,,,1.0,1.0,26,26,0,0.0
1864-BB0080,"AMAZON.COM.KYDC,INC",BB0080,Croston's,Croston's,,,177.5,177.5,4614,4614,0,0.0
1864-BB0080AMZ6,"AMAZON.COM.KYDC,INC",BB0080AMZ6,Reactivating,Reactivating,,,2.0,2.0,52,52,0,0.0
1864-BB0081,"AMAZON.COM.KYDC,INC",BB0081,Heuristic,Heuristic,,,20.5,20.5,534,534,0,0.0
1864-BB0081AMZ6,"AMAZON.COM.KYDC,INC",BB0081AMZ6,Sparse Intermittent,Sparse Intermittent,,,0.5,0.5,14,14,0,0.0
1864-BB0083,"AMAZON.COM.KYDC,INC",BB0083,Croston's,Croston's,,,6.0,6.0,156,156,0,0.0
1864-BB0083AMZ2,"AMAZON.COM.KYDC,INC",BB0083AMZ2,Heuristic,Heuristic,,,1.2,1.2,30,30,0,0.0
1864-BB0092AMZ12,"AMAZON.COM.KYDC,INC",BB0092AMZ12,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB0094AMZ12,"AMAZON.COM.KYDC,INC",BB0094AMZ12,Sparse Intermittent,Sparse Intermittent,,,0.1,0.1,2,2,0,0.0
1864-BB0094PCS12,"AMAZON.COM.KYDC,INC",BB0094PCS12,Croston's,Croston's,,,3.3,3.3,86,86,0,0.0
1864-BB0094PCS2,"AMAZON.COM.KYDC,INC",BB0094PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (post-event drawdown: 4/4 recent zeros after 89% active prior period),L13 nz-avg (post-event drawdown: 4/4 recent zeros after 89% active prior period),0.0,0.0,0,0,0,0
1864-BB0096AMZ12,"AMAZON.COM.KYDC,INC",BB0096AMZ12,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB0096PCS2,"AMAZON.COM.KYDC,INC",BB0096PCS2,Seasonal Baseline,Seasonal Baseline,"L13 all-weeks avg (default: 1 legitimate zero weeks, fill-rate 0%)","L13 all-weeks avg (default: 1 legitimate zero weeks, fill-rate 0%)",5.5,5.5,144,144,0,0.0
1864-BB0098AMZ12,"AMAZON.COM.KYDC,INC",BB0098AMZ12,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB0100AMZ12,"AMAZON.COM.KYDC,INC",BB0100AMZ12,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB0100CFPCS12,"AMAZON.COM.KYDC,INC",BB0100CFPCS12,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB0100PCS12,"AMAZON.COM.KYDC,INC",BB0100PCS12,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB0102PCS2,"AMAZON.COM.KYDC,INC",BB0102PCS2,Sparse Intermittent,Sparse Intermittent,,,0.9,0.9,24,24,0,0.0
1864-BB0102PX12,"AMAZON.COM.KYDC,INC",BB0102PX12,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB0126AMZ6,"AMAZON.COM.KYDC,INC",BB0126AMZ6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB0126PCS6,"AMAZON.COM.KYDC,INC",BB0126PCS6,Croston's,Croston's,,,0.2,0.2,4,4,0,0.0
1864-BB0131,"AMAZON.COM.KYDC,INC",BB0131,New/Relaunch,New/Relaunch,,,4.6,4.6,120,120,0,0.0
1864-BB0131EC,"AMAZON.COM.KYDC,INC",BB0131EC,Croston's,Croston's,,,431.3,431.3,11214,11214,0,0.0
1864-BB0131PCS2,"AMAZON.COM.KYDC,INC",BB0131PCS2,Croston's,Croston's,,,55.7,55.7,1449,1449,0,0.0
1864-BB0149,"AMAZON.COM.KYDC,INC",BB0149,Sparse Intermittent,Sparse Intermittent,,,18.0,18.0,468,468,0,0.0
1864-BB0149PCS2,"AMAZON.COM.KYDC,INC",BB0149PCS2,Croston's,Croston's,,,57.2,57.2,1488,1488,0,0.0
1864-BB0149PCS6,"AMAZON.COM.KYDC,INC",BB0149PCS6,Heuristic,Heuristic,,,90.5,90.5,2354,2354,0,0.0
1864-BB0151,"AMAZON.COM.KYDC,INC",BB0151,Sparse Intermittent,Sparse Intermittent,,,14.8,14.8,384,384,0,0.0
1864-BB0151PCS6,"AMAZON.COM.KYDC,INC",BB0151PCS6,Heuristic,Heuristic,,,5.0,5.0,130,130,0,0.0
1864-BB0190,"AMAZON.COM.KYDC,INC",BB0190,Sparse Intermittent,Sparse Intermittent,,,1.4,1.4,36,36,0,0.0
1864-BB0191,"AMAZON.COM.KYDC,INC",BB0191,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB0191PCS2,"AMAZON.COM.KYDC,INC",BB0191PCS2,Sparse Intermittent,Sparse Intermittent,,,36.7,36.7,954,954,0,0.0
1864-BB0191PCS6,"AMAZON.COM.KYDC,INC",BB0191PCS6,Sparse Intermittent,Sparse Intermittent,,,0.7,0.7,18,18,0,0.0
1864-BB0192,"AMAZON.COM.KYDC,INC",BB0192,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB0192PCS6,"AMAZON.COM.KYDC,INC",BB0192PCS6,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB0193,"AMAZON.COM.KYDC,INC",BB0193,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB0216PCS6,"AMAZON.COM.KYDC,INC",BB0216PCS6,Sparse Intermittent,Sparse Intermittent,,,2.0,2.0,52,52,0,0.0
1864-BB0217,"AMAZON.COM.KYDC,INC",BB0217,Sparse Intermittent,Sparse Intermittent,,,5.8,5.8,150,150,0,0.0
1864-BB0217PCS2,"AMAZON.COM.KYDC,INC",BB0217PCS2,Croston's,Croston's,,,1.5,1.5,39,39,0,0.0
1864-BB0231PCS6,"AMAZON.COM.KYDC,INC",BB0231PCS6,Croston's,Croston's,,,1.0,1.0,27,27,0,0.0
1864-BB0234,"AMAZON.COM.KYDC,INC",BB0234,Sparse Intermittent,Sparse Intermittent,,,18.0,18.0,468,468,0,0.0
1864-BB0234PCS2,"AMAZON.COM.KYDC,INC",BB0234PCS2,Croston's,Croston's,,,8.4,8.4,219,219,0,0.0
1864-BB0234PCS6,"AMAZON.COM.KYDC,INC",BB0234PCS6,Croston's,Croston's,,,1.3,1.3,33,33,0,0.0
1864-BB0235PCS2,"AMAZON.COM.KYDC,INC",BB0235PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 351 units),L13 nz-avg (OOS: fill-rate 7% over 351 units),3.2,3.2,84,84,0,0.0
1864-BB0235PCS6,"AMAZON.COM.KYDC,INC",BB0235PCS6,Croston's,Croston's,,,10.3,10.3,268,268,0,0.0
1864-BB0236PCS6,"AMAZON.COM.KYDC,INC",BB0236PCS6,Croston's,Croston's,,,0.6,0.6,16,16,0,0.0
1864-BB0332,"AMAZON.COM.KYDC,INC",BB0332,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB0332PCS5,"AMAZON.COM.KYDC,INC",BB0332PCS5,New/Relaunch,New/Relaunch,,,5.4,5.4,140,140,0,0.0
1864-BB0409,"AMAZON.COM.KYDC,INC",BB0409,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB0409PCS2,"AMAZON.COM.KYDC,INC",BB0409PCS2,Sparse Intermittent,Sparse Intermittent,,,1.4,1.4,36,36,0,0.0
1864-BB0409PCS6,"AMAZON.COM.KYDC,INC",BB0409PCS6,Sparse Intermittent,Sparse Intermittent,,,2.3,2.3,60,60,0,0.0
1864-BB0424,"AMAZON.COM.KYDC,INC",BB0424,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB0424EC,"AMAZON.COM.KYDC,INC",BB0424EC,Croston's,Croston's,,,94.2,94.2,2448,2448,0,0.0
1864-BB0424PCS2,"AMAZON.COM.KYDC,INC",BB0424PCS2,Sparse Intermittent,Sparse Intermittent,,,41.1,41.1,1068,1068,0,0.0
1864-BB0435,"AMAZON.COM.KYDC,INC",BB0435,Croston's,Croston's,,,7.4,7.4,192,192,0,0.0
1864-BB0435PCS6,"AMAZON.COM.KYDC,INC",BB0435PCS6,Croston's,Croston's,,,0.4,0.4,10,10,0,0.0
1864-BB0466PCS6,"AMAZON.COM.KYDC,INC",BB0466PCS6,Heuristic,Heuristic,,,1.9,1.9,50,50,0,0.0
1864-BB0705,"AMAZON.COM.KYDC,INC",BB0705,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB0705EC,"AMAZON.COM.KYDC,INC",BB0705EC,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 15124 units),L13 nz-avg (OOS: fill-rate 2% over 15124 units),1279.8,1279.8,33276,33276,0,0.0
1864-BB0705PCS2,"AMAZON.COM.KYDC,INC",BB0705PCS2,Croston's,Croston's,,,20.7,20.7,537,537,0,0.0
1864-BB0705PCS6,"AMAZON.COM.KYDC,INC",BB0705PCS6,Heuristic,Heuristic,,,4.4,4.4,115,115,0,0.0
1864-BB0759PCS6,"AMAZON.COM.KYDC,INC",BB0759PCS6,Sparse Intermittent,Sparse Intermittent,,,0.1,0.1,3,3,0,0.0
1864-BB11417,"AMAZON.COM.KYDC,INC",BB11417,Sparse Intermittent,Sparse Intermittent,,,7.4,7.4,192,192,0,0.0
1864-BB11417PCS2,"AMAZON.COM.KYDC,INC",BB11417PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB11417PCS24,"AMAZON.COM.KYDC,INC",BB11417PCS24,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-BB11483PCS6,"AMAZON.COM.KYDC,INC",BB11483PCS6,Sparse Intermittent,Sparse Intermittent,,,11.7,11.7,303,303,0,0.0
1864-BB11483PX6,"AMAZON.COM.KYDC,INC",BB11483PX6,New/Relaunch,New/Relaunch,,,5.3,5.3,138,138,0,0.0
1864-BB11603,"AMAZON.COM.KYDC,INC",BB11603,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB11603EC,"AMAZON.COM.KYDC,INC",BB11603EC,Croston's,Croston's,,,264.9,264.9,6888,6888,0,0.0
1864-BB12022/12,"AMAZON.COM.KYDC,INC",BB12022/12,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB12028PCS6,"AMAZON.COM.KYDC,INC",BB12028PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-BB12068PCS24,"AMAZON.COM.KYDC,INC",BB12068PCS24,Sparse Intermittent,Sparse Intermittent,,,0.3,0.3,9,9,0,0.0
1864-BB12752PCS6,"AMAZON.COM.KYDC,INC",BB12752PCS6,Sparse Intermittent,Sparse Intermittent,,,0.1,0.1,3,3,0,0.0
1864-BB13435PCS6,"AMAZON.COM.KYDC,INC",BB13435PCS6,Croston's,Croston's,,,11.8,11.8,308,308,0,0.0
1864-BB13435PX3,"AMAZON.COM.KYDC,INC",BB13435PX3,New/Relaunch,New/Relaunch,,,5.2,5.2,136,136,0,0.0
1864-BB13435PX6,"AMAZON.COM.KYDC,INC",BB13435PX6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB13436CLR/12,"AMAZON.COM.KYDC,INC",BB13436CLR/12,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB13436PCS6,"AMAZON.COM.KYDC,INC",BB13436PCS6,Sparse Intermittent,Sparse Intermittent,,,0.5,0.5,14,14,0,0.0
1864-BB13436PX3,"AMAZON.COM.KYDC,INC",BB13436PX3,Sparse Intermittent,Sparse Intermittent,,,22.3,22.3,580,580,0,0.0
1864-BB13437CLR/12,"AMAZON.COM.KYDC,INC",BB13437CLR/12,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB13437PCS6,"AMAZON.COM.KYDC,INC",BB13437PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB13437PX3,"AMAZON.COM.KYDC,INC",BB13437PX3,New/Relaunch,New/Relaunch,,,7.4,7.4,192,192,0,0.0
1864-BB13437PX6,"AMAZON.COM.KYDC,INC",BB13437PX6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB13439PCS6,"AMAZON.COM.KYDC,INC",BB13439PCS6,Croston's,Croston's,,,8.6,8.6,224,224,0,0.0
1864-BB13447,"AMAZON.COM.KYDC,INC",BB13447,New/Relaunch,New/Relaunch,,,5.5,5.5,144,144,0,0.0
1864-BB13448CLR/12,"AMAZON.COM.KYDC,INC",BB13448CLR/12,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB14500,"AMAZON.COM.KYDC,INC",BB14500,Croston's,Croston's,,,227.8,227.8,5922,5922,0,0.0
1864-BB14500PCS6,"AMAZON.COM.KYDC,INC",BB14500PCS6,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB14812PCS10,"AMAZON.COM.KYDC,INC",BB14812PCS10,Sparse Intermittent,Sparse Intermittent,,,0.5,0.5,14,14,0,0.0
1864-BB15065PX12,"AMAZON.COM.KYDC,INC",BB15065PX12,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB15067PX12,"AMAZON.COM.KYDC,INC",BB15067PX12,Heuristic,Heuristic,,,0.5,0.5,13,13,0,0.0
1864-BB15069PCS12,"AMAZON.COM.KYDC,INC",BB15069PCS12,Sparse Intermittent,Sparse Intermittent,,,0.1,0.1,2,2,0,0.0
1864-BB15070PCS2,"AMAZON.COM.KYDC,INC",BB15070PCS2,New/Relaunch,New/Relaunch,,,5.5,5.5,144,144,0,0.0
1864-BB15075PX12,"AMAZON.COM.KYDC,INC",BB15075PX12,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB15075PX2,"AMAZON.COM.KYDC,INC",BB15075PX2,Croston's,Croston's,,,0.5,0.5,12,12,0,0.0
1864-BB15076PCS12,"AMAZON.COM.KYDC,INC",BB15076PCS12,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-BB15077PX6,"AMAZON.COM.KYDC,INC",BB15077PX6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB15258PCS5,"AMAZON.COM.KYDC,INC",BB15258PCS5,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 64 units),L13 nz-avg (OOS: fill-rate 2% over 64 units),5.0,5.0,130,130,0,0.0
1864-BB15776,"AMAZON.COM.KYDC,INC",BB15776,Croston's,Croston's,,,1182.9,1182.9,30756,30756,0,0.0
1864-BB16137,"AMAZON.COM.KYDC,INC",BB16137,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB16137PCS2,"AMAZON.COM.KYDC,INC",BB16137PCS2,Heuristic,Heuristic,,,0.0,0.0,0,0,0,0
1864-BB16180,"AMAZON.COM.KYDC,INC",BB16180,Sparse Intermittent,Sparse Intermittent,,,30.5,30.5,792,792,0,0.0
1864-BB16180PCS12,"AMAZON.COM.KYDC,INC",BB16180PCS12,Sparse Intermittent,Sparse Intermittent,,,0.3,0.3,8,8,0,0.0
1864-BB16180PCS2,"AMAZON.COM.KYDC,INC",BB16180PCS2,Croston's,Croston's,,,2.1,2.1,54,54,0,0.0
1864-BB16316,"AMAZON.COM.KYDC,INC",BB16316,Heuristic,Heuristic,,,6.0,6.0,156,156,0,0.0
1864-BB16534,"AMAZON.COM.KYDC,INC",BB16534,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB16534PX12,"AMAZON.COM.KYDC,INC",BB16534PX12,New/Relaunch,New/Relaunch,,,5.4,5.4,141,141,0,0.0
1864-BB16535,"AMAZON.COM.KYDC,INC",BB16535,Croston's,Croston's,,,13.4,13.4,348,348,0,0.0
1864-BB16535PCS12,"AMAZON.COM.KYDC,INC",BB16535PCS12,Sparse Intermittent,Sparse Intermittent,,,0.5,0.5,12,12,0,0.0
1864-BB16537PCS12,"AMAZON.COM.KYDC,INC",BB16537PCS12,Croston's,Croston's,,,1.1,1.1,29,29,0,0.0
1864-BB16537PCS2,"AMAZON.COM.KYDC,INC",BB16537PCS2,Heuristic,Heuristic,,,6.9,6.9,180,180,0,0.0
1864-BB16691PCS2,"AMAZON.COM.KYDC,INC",BB16691PCS2,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB16854,"AMAZON.COM.KYDC,INC",BB16854,Sparse Intermittent,Sparse Intermittent,,,26.3,26.3,684,684,0,0.0
1864-BB16854PCS12,"AMAZON.COM.KYDC,INC",BB16854PCS12,Sparse Intermittent,Sparse Intermittent,,,1.3,1.3,33,33,0,0.0
1864-BB18835,"AMAZON.COM.KYDC,INC",BB18835,Croston's,Croston's,,,47.1,47.1,1224,1224,0,0.0
1864-BB19110PCS6,"AMAZON.COM.KYDC,INC",BB19110PCS6,Sparse Intermittent,Sparse Intermittent,,,5.3,5.3,138,138,0,0.0
1864-BB19154PCS6,"AMAZON.COM.KYDC,INC",BB19154PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB19242,"AMAZON.COM.KYDC,INC",BB19242,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB19242PCS2,"AMAZON.COM.KYDC,INC",BB19242PCS2,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB19242PCS3,"AMAZON.COM.KYDC,INC",BB19242PCS3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 53 units),L13 nz-avg (OOS: fill-rate 0% over 53 units),0.0,0.0,0,0,0,0
1864-BB19943,"AMAZON.COM.KYDC,INC",BB19943,Sparse Intermittent,Sparse Intermittent,,,5.5,5.5,144,144,0,0.0
1864-BB19943PCS24,"AMAZON.COM.KYDC,INC",BB19943PCS24,New/Relaunch,New/Relaunch,,,5.3,5.3,137,137,0,0.0
1864-BB19944,"AMAZON.COM.KYDC,INC",BB19944,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB19944PCS24,"AMAZON.COM.KYDC,INC",BB19944PCS24,New/Relaunch,New/Relaunch,,,5.3,5.3,137,137,0,0.0
1864-BB19948,"AMAZON.COM.KYDC,INC",BB19948,Croston's,Croston's,,,35.1,35.1,912,912,0,0.0
1864-BB19948PCS24,"AMAZON.COM.KYDC,INC",BB19948PCS24,Croston's,Croston's,,,0.0,0.0,1,1,0,0.0
1864-BB20227PCS24,"AMAZON.COM.KYDC,INC",BB20227PCS24,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-BB20228PCS24,"AMAZON.COM.KYDC,INC",BB20228PCS24,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB21038,"AMAZON.COM.KYDC,INC",BB21038,Croston's,Croston's,,,137.5,137.5,3576,3576,0,0.0
1864-BB21235,"AMAZON.COM.KYDC,INC",BB21235,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB21235PCS12,"AMAZON.COM.KYDC,INC",BB21235PCS12,New/Relaunch,New/Relaunch,,,5.4,5.4,141,141,0,0.0
1864-BB21235PCS2,"AMAZON.COM.KYDC,INC",BB21235PCS2,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB21237PCS12,"AMAZON.COM.KYDC,INC",BB21237PCS12,Heuristic,Heuristic,,,1.0,1.0,25,25,0,0.0
1864-BB21488,"AMAZON.COM.KYDC,INC",BB21488,Sparse Intermittent,Sparse Intermittent,,,8.3,8.3,216,216,0,0.0
1864-BB21489,"AMAZON.COM.KYDC,INC",BB21489,Sparse Intermittent,Sparse Intermittent,,,1.4,1.4,36,36,0,0.0
1864-BB21626PCS2,"AMAZON.COM.KYDC,INC",BB21626PCS2,Heuristic,Heuristic,,,9.0,9.0,234,234,0,0.0
1864-BB21642,"AMAZON.COM.KYDC,INC",BB21642,Sparse Intermittent,Sparse Intermittent,,,11.1,11.1,288,288,0,0.0
1864-BB21642PCS2,"AMAZON.COM.KYDC,INC",BB21642PCS2,Croston's,Croston's,,,5.8,5.8,150,150,0,0.0
1864-BB21643,"AMAZON.COM.KYDC,INC",BB21643,Croston's,Croston's,,,9.2,9.2,240,240,0,0.0
1864-BB21643PCS2,"AMAZON.COM.KYDC,INC",BB21643PCS2,Sparse Intermittent,Sparse Intermittent,,,88.6,88.6,2304,2304,0,0.0
1864-BB21644PCS12,"AMAZON.COM.KYDC,INC",BB21644PCS12,Sparse Intermittent,Sparse Intermittent,,,0.8,0.8,20,20,0,0.0
1864-BB21949PCS6,"AMAZON.COM.KYDC,INC",BB21949PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB21950PCS2,"AMAZON.COM.KYDC,INC",BB21950PCS2,Sparse Intermittent,Sparse Intermittent,,,18.0,18.0,468,468,0,0.0
1864-BB21950PCS6,"AMAZON.COM.KYDC,INC",BB21950PCS6,Heuristic,Heuristic,,,1.0,1.0,26,26,0,0.0
1864-BB21951,"AMAZON.COM.KYDC,INC",BB21951,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 4542 units),L13 nz-avg (OOS: fill-rate 9% over 4542 units),465.7,465.7,12108,12108,0,0.0
1864-BB21951PCS6,"AMAZON.COM.KYDC,INC",BB21951PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-BB22094PCS2,"AMAZON.COM.KYDC,INC",BB22094PCS2,Sparse Intermittent,Sparse Intermittent,,,6.5,6.5,168,168,0,0.0
1864-BB22095,"AMAZON.COM.KYDC,INC",BB22095,Croston's,Croston's,,,1.4,1.4,36,36,0,0.0
1864-BB22095PCS2,"AMAZON.COM.KYDC,INC",BB22095PCS2,Sparse Intermittent,Sparse Intermittent,,,4.2,4.2,108,108,0,0.0
