key,cust,mstyle,desc,model,baseline_mode,old_wkly,new_wkly,old_26w,new_26w,delta_pct
1864-BB35916,"AMAZON.COM.KYDC,INC",BB35916,"Glad - Assorted Cutlery, 240ct - Silver",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 345 units),22.8,21.2,594,552,-7.1
1864-BB28720PCS12,"AMAZON.COM.KYDC,INC",BB28720PCS12,Clorox Fraganzia - Gel Air Freshener Con,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 15% over 68 units),7.7,8.3,201,215,7.0
1864-FF30426,"AMAZON.COM.KYDC,INC",FF30426,Fresh Step Litter Box Odor Eliminating S,Croston's,,203.1,188.8,5280,4908,-7.0
1864-FF6634,"AMAZON.COM.KYDC,INC",FF6634,Burt's Bees Deodorizing Spray (Canada),Heuristic,,49.4,52.8,1284,1374,7.0
1864-FF7221,"AMAZON.COM.KYDC,INC",FF7221,Chi Deodorizing Spray For Dogs,Croston's,,756.0,703.4,19656,18288,-7.0
1864-BB29477PCS12,"AMAZON.COM.KYDC,INC",BB29477PCS12,Clorox Fraganzia - Gel Air Freshener Con,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 203 units),16.7,17.9,435,465,6.9
1864-FF8990PCS3,"AMAZON.COM.KYDC,INC",FF8990PCS3,Fresh Step Litter Box Scent Crystals in ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1792 units),163.1,174.2,4240,4528,6.8
1864-FF21789,"AMAZON.COM.KYDC,INC",FF21789,"Corpse Bride: 9"" Rope Toy Scraps The Dog",Croston's,,13.8,14.8,360,384,6.7
1864-FF36560,"AMAZON.COM.KYDC,INC",FF36560,Arm & Hammer Odor Control Kit - Cashmere,Croston's,,41.3,44.1,1074,1146,6.7
1864-BB16854PCS2,"AMAZON.COM.KYDC,INC",BB16854PCS2,Clorox Scentiva Ã‚Â– Hand Soap Ã‚Â– 14oz,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 708 units),39.0,36.5,1014,948,-6.5
1864-BB26614PCS2,"AMAZON.COM.KYDC,INC",BB26614PCS2,Glad Kids - 12oz Paper Bowls 40ct - Disn,Croston's,,7.1,7.5,184,196,6.5
1864-BB0149PCS2,"AMAZON.COM.KYDC,INC",BB0149PCS2,Clorox Fraganzia - Air Freshener Beads -,Croston's,,61.2,57.2,1590,1488,-6.4
1864-BB14812,"AMAZON.COM.KYDC,INC",BB14812,"G4K Paw Patrol - 8.5"" Round Paper Plates",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 8940 units),840.8,894.2,21860,23250,6.4
1864-BB15075,"AMAZON.COM.KYDC,INC",BB15075,"Glad - 10"" Round Paper Plates, 50ct - Pa",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1452 units),187.8,175.8,4884,4572,-6.4
1864-BB35098,"AMAZON.COM.KYDC,INC",BB35098,"Gladware Everyday - Big Bowl 28oz, Large",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 3942 units),312.2,332.1,8118,8634,6.4
1864-BB29713,"AMAZON.COM.KYDC,INC",BB29713,Clorox Fraganzia - Dryer Sheets - 105ct ,Heuristic,,54.7,51.2,1422,1332,-6.3
1864-FF33139,"AMAZON.COM.KYDC,INC",FF33139,Biosilk for Dogs Silk Therapy Irresistib,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 3% over 4134 units),164.8,175.2,4284,4554,6.3
1864-FF8653,"AMAZON.COM.KYDC,INC",FF8653,Glad for Pets Activated Carbon Training ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 12432 units),914.5,971.8,23776,25268,6.3
1864-BB35103,"AMAZON.COM.KYDC,INC",BB35103,Gladware - Home 4oz - Mini Round - 8ct (,Croston's,,126.9,119.1,3300,3096,-6.2
1864-BB29561,"AMAZON.COM.KYDC,INC",BB29561,Clorox Fraganzia - 6pk Garbage Can Stick,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 6828 units),677.1,718.6,17604,18684,6.1
1864-BB38976,"AMAZON.COM.KYDC,INC",BB38976,"Kingsford - 8.5"" Round Paper Plates, 50c",Sparse Intermittent,,30.5,32.3,792,840,6.1
1864-FF10479EC,"AMAZON.COM.KYDC,INC",FF10479EC,Arm & Hammer Super Deodorizing Spray - K,Croston's,,1433.3,1520.5,37266,39534,6.1
1864-FF13885PCS2,"AMAZON.COM.KYDC,INC",FF13885PCS2,"Glad for Pets Day to Night 30""x36"" Activ",Croston's,,7.6,8.1,198,210,6.1
1864-FF6636AMZ,"AMAZON.COM.KYDC,INC",FF6636AMZ,Burt's Bees Itch Soothing Shampoo for Do,Croston's,,83.1,88.2,2160,2292,6.1
1864-BB21950,"AMAZON.COM.KYDC,INC",BB21950,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 894 units),115.6,108.7,3006,2826,-6.0
1864-BB22094,"AMAZON.COM.KYDC,INC",BB22094,Fabuloso-Sponges Rainbow 4 CT,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2160 units),185.5,196.6,4824,5112,6.0
1864-FF31605,"AMAZON.COM.KYDC,INC",FF31605,Fresh Step Drawstring Litter Box Liners ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1464 units),84.5,89.5,2196,2328,6.0
1864-FF13880PCS6,"AMAZON.COM.KYDC,INC",FF13880PCS6,"Arm & Hammer Lrg Male Wraps-18"" -27"" Wai",Seasonal Baseline,"L13 all-weeks avg (default: 0 legitimate zero weeks, fill-rate 6%)",3.3,3.5,85,90,5.9
1864-FF5716PCS72,"AMAZON.COM.KYDC,INC",FF5716PCS72,Arm & Hammer Fresh Breath Dental Kit for,Heuristic,,1.3,1.2,34,32,-5.9
1864-FF35359,"AMAZON.COM.KYDC,INC",FF35359,Fresh Step Scented Litter Crystals in 30,Croston's,,24.0,22.6,624,588,-5.8
1864-FF7716,"AMAZON.COM.KYDC,INC",FF7716,Chi for Dogs Gallon Deep Moisture Shampo,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 104 units),8.2,7.7,212,200,-5.7
1864-BB11150,"AMAZON.COM.KYDC,INC",BB11150,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1452 units),137.1,144.7,3564,3762,5.6
1864-BB16854,"AMAZON.COM.KYDC,INC",BB16854,Clorox Scentiva Ã‚Â– Hand Soap Ã‚Â– 14oz,Sparse Intermittent,,24.9,26.3,648,684,5.6
1864-FF5766PCS6,"AMAZON.COM.KYDC,INC",FF5766PCS6,Burts Bees Hypoallergenic Shampoo Cat & ,Seasonal Baseline,"L13 all-weeks avg (default: 2 legitimate zero weeks, fill-rate 7%)",2.7,2.6,71,67,-5.6
1864-BB0125,"AMAZON.COM.KYDC,INC",BB0125,"Glad - 10'  Square Paper Plates,  50ct -",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1482 units),134.3,141.7,3492,3684,5.5
1864-BB0237,"AMAZON.COM.KYDC,INC",BB0237,"Glad - Assorted Cutlery, 240ct - Clear",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 31158 units),2339.1,2468.8,60816,64188,5.5
1864-FF15585,"AMAZON.COM.KYDC,INC",FF15585,Palmer's for Pets Dog Wipes with Cocoa B,Croston's,,200.8,189.7,5220,4932,-5.5
1864-FF30880,"AMAZON.COM.KYDC,INC",FF30880,Dole Molded Chew; Pumpkin; 8oz bag/5ct [,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 4092 units),179.5,169.8,4668,4416,-5.4
1864-BB0092,"AMAZON.COM.KYDC,INC",BB0092,"Glad - 8.5"" Round Paper Plates, 50ct - P",Croston's,,228.0,240.0,5928,6240,5.3
1864-FF35623,"AMAZON.COM.KYDC,INC",FF35623,"Dole: Fall Dog Biscuits, Autumn Apple Ba",Heuristic,,17.5,16.6,456,432,-5.3
1864-FF36250,"AMAZON.COM.KYDC,INC",FF36250,"Arm & Hammer Dental Treats for Dogs, Smo",Croston's,,51.9,49.2,1350,1278,-5.3
1864-FF7266CP6,"AMAZON.COM.KYDC,INC",FF7266CP6,Burts Bees Itch Soothing Shampoo with Ho,Croston's,,1.5,1.6,39,41,5.1
1864-BB29120,"AMAZON.COM.KYDC,INC",BB29120,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1824 units),158.3,150.5,4116,3912,-5.0
1864-FF29834,"AMAZON.COM.KYDC,INC",FF29834,"Dole Dog Biscuits, Assorted Bag (Spinach",Croston's,,73.4,77.1,1908,2004,5.0
1864-FF31295,"AMAZON.COM.KYDC,INC",FF31295,Glad for Pets Dual Action Freshness (Sce,Heuristic,,41.5,39.5,1080,1026,-5.0
1864-BB25518PCS6,"AMAZON.COM.KYDC,INC",BB25518PCS6,Glad - 16oz Paper Bowls - 40ct - Happy D,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 95 units),6.3,6.6,164,172,4.9
1864-FF12655EC,"AMAZON.COM.KYDC,INC",FF12655EC,Arm & Hammer Ultra Fresh Waterless Bath ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 19998 units),1204.8,1263.2,31326,32844,4.8
1864-FF13881PCS6,"AMAZON.COM.KYDC,INC",FF13881PCS6,"Arm & Hammer Sm. Male Wraps-12"" -19"" Wai",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 789 units),62.2,65.2,1618,1695,4.8
1864-BB0092PCS2,"AMAZON.COM.KYDC,INC",BB0092PCS2,Glad - Everyday Round Paper Plates - 8.5,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 1004 units),61.2,63.9,1590,1662,4.5
1864-BB29122,"AMAZON.COM.KYDC,INC",BB29122,Clorox Fraganzia - In-Wash Scent Booster,Croston's,,81.7,85.4,2124,2220,4.5
1864-BB13435,"AMAZON.COM.KYDC,INC",BB13435,"G4K - 8.5"" Round Paper Plates, 20ct - Di",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 9336 units),523.2,500.1,13602,13002,-4.4
1864-FF13880PCS2,"AMAZON.COM.KYDC,INC",FF13880PCS2,"Arm & Hammer Lrg Male Wraps-18"" -27"" Wai",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 606 units),28.6,29.9,744,777,4.4
1864-FF30755PCS6,"AMAZON.COM.KYDC,INC",FF30755PCS6,Wet One's - Antibacterial Paw Cleansing ,Croston's,,84.4,80.7,2194,2097,-4.4
1864-FF4775AMZ,"AMAZON.COM.KYDC,INC",FF4775AMZ,Burts Bees Tearless 2 in 1 Shampoo and C,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 41802 units),3393.7,3544.4,88236,92154,4.4
1864-BB0759,"AMAZON.COM.KYDC,INC",BB0759,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 834 units),81.0,77.5,2106,2016,-4.3
1864-FF19341N,"AMAZON.COM.KYDC,INC",FF19341N,Fresh Step Litter Box Charcoal Odor Elim,Croston's,,21.7,20.8,564,540,-4.3
1864-BB12479,"AMAZON.COM.KYDC,INC",BB12479,Pine-Sol - Furniture Polish Aerosol- 12.,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 876 units),66.5,63.7,1728,1656,-4.2
1864-BB0094,"AMAZON.COM.KYDC,INC",BB0094,"Glad - 8.5"" Round Paper Plates, 50ct - P",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2256 units),232.6,223.4,6048,5808,-4.0
1864-BB0096PCS2,"AMAZON.COM.KYDC,INC",BB0096PCS2,Glad - Everyday Square Paper Plates - 8.,Seasonal Baseline,"L13 all-weeks avg (default: 1 legitimate zero weeks, fill-rate 0%)",5.8,5.5,150,144,-4.0
1864-FF31454,"AMAZON.COM.KYDC,INC",FF31454,"Arm & Hammer Dental Treats for Dogs, Smo",Croston's,,23.1,24.0,600,624,4.0
1864-BB0466,"AMAZON.COM.KYDC,INC",BB0466,Kingsford - Deluxe Charcoal Chimney Star,Croston's,,2564.8,2664.7,66684,69282,3.9
1864-BB26924,"AMAZON.COM.KYDC,INC",BB26924,Clorox Fraganzia - Air Freshener Beads T,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 984 units),102.8,98.8,2672,2568,-3.9
1864-FF12853PCS12,"AMAZON.COM.KYDC,INC",FF12853PCS12,Wet Ones Multipurpose Wipe for Cats - 50,Croston's,,2.9,2.8,76,73,-3.9
1864-FF9060,"AMAZON.COM.KYDC,INC",FF9060,Chi Gentle 2 In 1 Shampoo And Conditione,Croston's,,621.2,596.8,16152,15516,-3.9
1864-FF10530AMZ3,"AMAZON.COM.KYDC,INC",FF10530AMZ3,A&H Heavy Duty Multi-Purpose Pet Wipes -,Sparse Intermittent,,24.5,25.4,636,660,3.8
1864-FF19341PCS6,"AMAZON.COM.KYDC,INC",FF19341PCS6,Fresh Step Litter Box Charcoal Odor Elim,Seasonal Baseline,"L13 all-weeks avg (default: 1 legitimate zero weeks, fill-rate 19%)",2.0,2.0,53,51,-3.8
1864-FF4776AMZ,"AMAZON.COM.KYDC,INC",FF4776AMZ,Burt's Bees Oatmeal Dog Conditioner for ,Croston's,,515.5,495.9,13404,12894,-3.8
1864-FF7717,"AMAZON.COM.KYDC,INC",FF7717,Chi for Dogs Gallon Oatmeal Conditioner,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 104 units),8.0,7.7,208,200,-3.8
1864-BB35918,"AMAZON.COM.KYDC,INC",BB35918,"Glad - Assorted Cutlery, 120ct - White",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 237 units),12.5,12.0,324,312,-3.7
1864-BB15065,"AMAZON.COM.KYDC,INC",BB15065,"Glad - 10"" Square Paper Plates, 50ct - B",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1440 units),108.0,111.7,2808,2904,3.4
1864-FF38368,"AMAZON.COM.KYDC,INC",FF38368,A&H Complete Care Dog Dental Kit - Inclu,Sparse Intermittent,,53.5,55.4,1392,1440,3.4
1864-FF31032,"AMAZON.COM.KYDC,INC",FF31032,Dole Plant Based Jerky; Carrot & Coconut,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 1992 units),84.5,81.7,2196,2124,-3.3
1864-FF33495,"AMAZON.COM.KYDC,INC",FF33495,Arm & Hammer Complete Care Dog Dental Ri,Croston's,,102.8,99.4,2672,2584,-3.3
1864-BB0131AMZ6,"AMAZON.COM.KYDC,INC",BB0131AMZ6,Kingsford - Grill Cleaner Aerosol - 14.5,Croston's,,17.0,16.5,442,428,-3.2
1864-BB28480PCS12,"AMAZON.COM.KYDC,INC",BB28480PCS12,Clorox Fraganzia - Gel Air Freshener Con,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 338 units),40.8,39.5,1060,1026,-3.2
1864-FF12846PCS24,"AMAZON.COM.KYDC,INC",FF12846PCS24,Wet Ones Anti-Bacterial Paw/Tushie Wipe ,Croston's,,1.2,1.2,31,30,-3.2
1864-FF14584,"AMAZON.COM.KYDC,INC",FF14584,Glad for Pets Jumbo Activated Carbon Tra,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 13712 units),1036.5,1004.9,26948,26128,-3.0
1864-FF35344,"AMAZON.COM.KYDC,INC",FF35344,Lilo & Stitch: Stitch Plush Rope Skeleto,Heuristic,,31.4,32.3,816,840,2.9
1864-FF5780PCS6,"AMAZON.COM.KYDC,INC",FF5780PCS6,Burts Bees Puppy wipes -50ct & *** 6 Pc ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 170 units),14.5,14.1,378,367,-2.9
1864-FF5952PCS2,"AMAZON.COM.KYDC,INC",FF5952PCS2,Arm & Hammer Clinical Care Dental Rinse ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 8388 units),784.2,761.5,20388,19800,-2.9
1864-BB0409EC,"AMAZON.COM.KYDC,INC",BB0409EC,Clorox Scentiva Ã‚Â– Dish Soap Ã‚Â– 26oz,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 486 units),24.9,25.6,648,666,2.8
1864-SF8173PCS2,"AMAZON.COM.KYDC,INC",SF8173PCS2,"Arm & Hammer Fresh Breath Dental Spray, ",Croston's,,292.2,284.8,7596,7404,-2.5
1864-FF12853,"AMAZON.COM.KYDC,INC",FF12853,Wet Ones Multipurpose Wipe for Cats - 50,Croston's,,1873.4,1918.2,48708,49872,2.4
1864-FF32365,"AMAZON.COM.KYDC,INC",FF32365,Fresh Step Litter Box Scent Crystals in ,Croston's,,64.6,66.2,1680,1720,2.4
1864-BB0081,"AMAZON.COM.KYDC,INC",BB0081,Pine-Sol - Furniture Polish Aerosol- 12.,Heuristic,,20.1,20.5,522,534,2.3
1864-BB33246,"AMAZON.COM.KYDC,INC",BB33246,"Glad - 10"" Round Paper Plates, 50ct - Lo",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 2436 units),209.1,204.5,5436,5316,-2.2
1864-FF12279,"AMAZON.COM.KYDC,INC",FF12279,"Arm & Hammer Dental Treats for Dogs, Nub",Croston's,,124.2,121.4,3228,3156,-2.2
1864-FF13874PCS6,"AMAZON.COM.KYDC,INC",FF13874PCS6,"Arm & Hammer Xsm Diapers-12"" -15"" Waist ",Croston's,,8.8,8.6,229,224,-2.2
1864-FF28402,"AMAZON.COM.KYDC,INC",FF28402,"DISNEY PIXAR: Monsters, Inc. 6"" Sully Pl",Croston's,,131.1,133.8,3408,3480,2.1
1864-FF5716,"AMAZON.COM.KYDC,INC",FF5716,Arm & Hammer Fresh Breath Dental Kit for,Heuristic,,263.1,257.5,6840,6696,-2.1
1864-BB0466PCS6,"AMAZON.COM.KYDC,INC",BB0466PCS6,Kingsford - Deluxe Charcoal Chimney Star,Heuristic,,1.9,1.9,49,50,2.0
1864-BB33525,"AMAZON.COM.KYDC,INC",BB33525,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1020 units),91.6,89.8,2382,2334,-2.0
1864-FF8424,"AMAZON.COM.KYDC,INC",FF8424,Fresh Step Drawstring Litter Box Liners ,Sparse Intermittent,,141.2,138.5,3672,3600,-2.0
1864-BB18835,"AMAZON.COM.KYDC,INC",BB18835,Clorox Fraganzia - Air Freshener Beads -,Croston's,,48.0,47.1,1248,1224,-1.9
1864-BB24877PCS2,"AMAZON.COM.KYDC,INC",BB24877PCS2,"Glad Kids - 8.5"" Round Paper Plate - 40c",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 756 units),71.8,70.5,1868,1832,-1.9
1864-FF13876,"AMAZON.COM.KYDC,INC",FF13876,"Arm & Hammer Med. Diapers-16.5""-21"" Wais",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 7446 units),675.0,662.3,17550,17220,-1.9
1864-FF27332,"AMAZON.COM.KYDC,INC",FF27332,"Harry Potter: 14"" Nimbus 2000 Rope Toy w",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 528 units),48.9,48.0,1272,1248,-1.9
1864-BB0098PCS2,"AMAZON.COM.KYDC,INC",BB0098PX2,"Glad - Everyday Round Paper Plates - 10""",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 1755 units),129.2,131.5,3360,3420,1.8
1864-BB36237,"AMAZON.COM.KYDC,INC",BB36237,"Glad Air Fryer Liners with Walls (7.9"" R",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 462 units),25.8,26.3,672,684,1.8
1864-BB33045,"AMAZON.COM.KYDC,INC",BB33045,"Glad -Turkey Size Oven Bags (19"" x 23.5""",Heuristic,,28.2,28.6,732,744,1.6
1864-FF13876PCS2,"AMAZON.COM.KYDC,INC",FF13876PCS2,"Arm & Hammer Med. Diapers-16.5""-21"" Wais",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2190 units),205.4,202.2,5340,5256,-1.6
1864-FF8882,"AMAZON.COM.KYDC,INC",FF8882,Glad for Pets Jumbo Activated Carbon Tra,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 21846 units),1808.3,1778.5,47016,46242,-1.6
1864-BB38925,"AMAZON.COM.KYDC,INC",BB38925,"Kingsford- 18oz Plastic Cups, 50ct - Ame",Sparse Intermittent,,15.7,15.9,408,414,1.5
1864-FF12843PCS3,"AMAZON.COM.KYDC,INC",FF12843PCS3,Wet Ones Anti-Bacterial All Purpose Wipe,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 3732 units),418.2,412.0,10872,10712,-1.5
1864-BB16853PCS2,"AMAZON.COM.KYDC,INC",BB16853PCS2,Clorox Scentiva Ã‚Â– Hand Soap Ã‚Â– 14oz,Croston's,,114.5,112.8,2976,2934,-1.4
1864-BB20228,"AMAZON.COM.KYDC,INC",BB20228,"G4K - Disposable Paper Bibs, 30ct - Shar",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 9528 units),792.0,803.1,20592,20880,1.4
1864-FF10159EC,"AMAZON.COM.KYDC,INC",FF10159EC,Arm & Hammer Super Deodorizing Shampoo 2,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 34782 units),2919.5,2879.1,75906,74856,-1.4
1864-FF12824,"AMAZON.COM.KYDC,INC",FF12824,Wags & Wiggles Polish Multipurpose Wipes,Sparse Intermittent,,102.5,103.8,2664,2700,1.4
1864-BB19109,"AMAZON.COM.KYDC,INC",BB19109,Clorox Fraganzia - Air Freshener Beads T,Croston's,,18.2,18.5,474,480,1.3
1864-BB36083PCS8,"AMAZON.COM.KYDC,INC",BB36083PCS8,Glad - Holiday Paper Bowls - 12oz - 20ct,Heuristic,,2.9,2.9,76,75,-1.3
1864-FF13877,"AMAZON.COM.KYDC,INC",FF13877,"Arm & Hammer Lrg. Diapers-18""-23"" Waist ",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 9210 units),713.3,722.5,18546,18786,1.3
1864-FF17831PCS6,"AMAZON.COM.KYDC,INC",FF17831PCS6,CLEANZE Antibacterial Hand Wipes-Indiv. ,Heuristic,,23.2,22.9,604,596,-1.3
1864-FF4775PCS6,"AMAZON.COM.KYDC,INC",FF4775PCS6,Burts Bees Tearless 2 in 1 Shampoo and C,Heuristic,,5.9,5.8,153,151,-1.3
1864-BB13435PCS3,"AMAZON.COM.KYDC,INC",BB13435PCS3,"Glad Kids - 8.5"" Round Paper Plate - 20c",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2448 units),300.3,296.7,7808,7714,-1.2
1864-BB25519,"AMAZON.COM.KYDC,INC",BB25519,"Glad - 18oz Plastic Cups, 40ct - Red (Sa",Heuristic,,19.8,19.6,516,510,-1.2
1864-BB28473PCS12,"AMAZON.COM.KYDC,INC",BB28473PCS12,Clorox Fraganzia - Gel Air Freshener Con,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 635 units),62.9,62.2,1635,1616,-1.2
1864-BB34751,"AMAZON.COM.KYDC,INC",BB34751,Fabuloso Microfiber Cleaning Cloths Purp,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 204 units),18.9,19.2,492,498,1.2
1864-BB34711,"AMAZON.COM.KYDC,INC",BB34711,"Glad -Air Fryer Liner 100 CT 9"" x9"" (PDQ",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 1848 units),166.2,164.3,4320,4272,-1.1
1864-FF17831,"AMAZON.COM.KYDC,INC",FF17831,CLEANZE Antibacterial Hand Wipes-Indiv. ,Heuristic,,523.4,528.9,13608,13752,1.1
1864-FF4930PCS6,"AMAZON.COM.KYDC,INC",FF4930PCS6,Burts Bees Soothing Hot Spot Spray with ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 126 units),6.7,6.7,175,173,-1.1
1864-FF37779,"AMAZON.COM.KYDC,INC",FF37779,Arm & Hammer Odor Control Spray - 8 fl o,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 8664 units),378.9,375.2,9852,9756,-1.0
1864-BB36137,"AMAZON.COM.KYDC,INC",BB36137,"Glad Fall - 16oz Round Paper Bowls, 50ct",Heuristic,,113.3,112.4,2946,2922,-0.8
1864-FF31198N,"AMAZON.COM.KYDC,INC",FF31198N,Burts Bees Deodorizing Spray with Witch ,Sparse Intermittent,,28.6,28.4,744,738,-0.8
1864-FF31287,"AMAZON.COM.KYDC,INC",FF31287,Glad for Pets Heavy Duty Activated Carbo,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 12904 units),928.9,935.4,24152,24320,0.7
1864-FF32363,"AMAZON.COM.KYDC,INC",FF32363,Fresh Step Litter Box Scent Crystals in ,Croston's,,326.5,324.2,8490,8430,-0.7
1864-BB28720,"AMAZON.COM.KYDC,INC",BB28720,Clorox Fraganzia - Gel Air Freshener Con,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 1415 units),166.2,165.2,4320,4296,-0.6
1864-FF31063,"AMAZON.COM.KYDC,INC",FF31063,Palmer's for Pets Detangling & Condition,Croston's,,156.0,156.9,4056,4080,0.6
1864-FF8654,"AMAZON.COM.KYDC,INC",FF8654,Glad for Pets Activated Carbon Training ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 22350 units),1566.2,1575.3,40720,40958,0.6
1864-BB0100,"AMAZON.COM.KYDC,INC",BB0100,"Glad - 10"" Round Paper Plates, 50ct - Bl",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1908 units),189.7,188.8,4932,4908,-0.5
1864-FF8423AMZ4,"AMAZON.COM.KYDC,INC",FF8423AMZ4,Fresh Step Drawstring Litter Box Liners ,Heuristic,,200.1,199.0,5202,5175,-0.5
1864-BB35101,"AMAZON.COM.KYDC,INC",BB35101,Gladware - Design Series 24oz - Medium R,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 876 units),64.8,65.1,1686,1692,0.4
1864-BB36134PCS6,"AMAZON.COM.KYDC,INC",BB36134PCS6,Glad - 18oz Printed Clear Plastic Cups -,Heuristic,,9.3,9.3,242,241,-0.4
1864-BB36086,"AMAZON.COM.KYDC,INC",BB36086,"Glad Holiday - 10"" Round Paper Plates,  ",Heuristic,,175.4,174.9,4560,4548,-0.3
1864-BB36089,"AMAZON.COM.KYDC,INC",BB36089,"Glad Holiday - 7""  Round Paper Plates, 3",Heuristic,,160.6,160.2,4176,4164,-0.3
1864-FF12852PCS3,"AMAZON.COM.KYDC,INC",FF12852PCS3,Wet Ones Multipurpose Wipe for Cats - 10,Croston's,,142.6,142.2,3708,3696,-0.3
1864-BB36134,"AMAZON.COM.KYDC,INC",BB36134,"Glad Fall - 18oz Plastic Cups,  20ct - H",Heuristic,,118.6,118.4,3084,3078,-0.2
1864-FF13885,"AMAZON.COM.KYDC,INC",FF13885,"Glad for Pets Day to Night 30""x36"" Activ",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 6696 units),509.1,508.2,13236,13212,-0.2
1864-FF7267AMZ2,"AMAZON.COM.KYDC,INC",FF7267AMZ2,Burts Bees Itch Soothing Spray with Hone,Heuristic,,110.1,110.0,2862,2859,-0.1
1864-BB0009,"AMAZON.COM.KYDC,INC",BB0009,Clorox - Dishwashing Liquid w/ Oxi - 26o,New/Relaunch,,0.0,6.0,0,156,0
1864-BB0012,"AMAZON.COM.KYDC,INC",BB0012,Clorox - Dishwashing Liquid w/ Oxi - 26o,Sparse Intermittent,,0.7,0.7,18,18,0.0
1864-BB0012PCS2,"AMAZON.COM.KYDC,INC",BB0012PCS2,Clorox - Dishwashing Liquid w/ Oxi - 26o,OTB (zero),,0.0,0.0,0,0,0
