
[run] BASELINE (no smoothing)
      C:\Python314\python.exe C:\Users\steven\.claude\skills\inventory-forecaster-cc\scripts\inventory_forecaster.py --customer WAL MART STORES --dry-run --out C:\Users\steven\.claude\skills\inventory-forecaster-cc\backtest_vp_q2_base.json

==================================================================
  Inventory Forecaster — Pets+People
==================================================================
  Manual projection columns: 04_19_W1 → 10_11_W26

[1/4] Pulling projections from Quickbase ...
      166 records retrieved

[2/4] Pulling master pack + Season from Styles ...
      166 master pack records loaded (0 with Season tag)

[3/4] Running forecasts ...
      Mstyle-family index: 158 mstyles with active siblings
      Customer-baseline  : 1 customers  (global median wk-rate: 33.7)
      166 forecasts complete in 0.0s
      Croston's: 65  Heuristic: 6  Inactive: 9  New/Relaunch: 7  OTB (zero): 2  Seasonal Baseline: 62  Sparse Intermittent: 15  Bi-weekly enforced: 0  Alerts (>5%): 140
      Saved → C:\Users\steven\.claude\skills\inventory-forecaster-cc\backtest_vp_q2_base.json
      Open viewer: python scripts/viewer.py --results backtest_vp_q2_base.json

[DRY RUN] Skipping write-back.

==================================================================
  COMPLETE  |  166 records  |  Total 26w demand: 2,977,704
  COMPLETE  |  166 records  |  Total 26w demand: 2,945,733
  Models — HW: 0  Croston's: 66  Heuristic: 4  Inactive: 9  Bi-weekly: 0

  ALERTS (137 records — >5% variance or inactive):
  Key                                   Δ%  Model               AI 26w      Manual
  --------------------------------------------------------------------------------
  23011-BB0082                      +100.0%  OTB (zero)                    0        52.0
  23011-BB0083                       +64.7%  Reactivating                156         442
  23011-BB0092PCS2                   +86.2%  Sparse Intermittent               18         130
  23011-BB0094PCS2                   +20.0%  Heuristic                 1,464       1,220
  23011-BB0096PCS2                   +20.6%  Seasonal Baseline            1,254       1,040
  23011-BB0098PCS2                   +95.3%  Sparse Intermittent               36         770
  23011-BB0100PCS2                   +96.5%  Sparse Intermittent               84       2,430
  23011-BB0102PCS2                   +56.2%  Croston's                   534       1,220
  23011-BB0237                       +25.4%  Seasonal Baseline            6,396       5,100
  23011-BB12479                     +100.0%  Inactive                      0          27
  23011-BB13435CLR/12                +43.4%  Croston's                42,840      75,630
  23011-BB13436CLR/12                +38.5%  Croston's                65,928     107,235
  23011-BB24711                     +225.0%  New/Relaunch                260          80
  23011-BB29490/6                    +99.7%  New/Relaunch                156      54,740
  23011-BB31553PCS3                  +22.5%  Croston's                   504         650
  23011-BB34403                       +8.3%  New/Relaunch                156         144
  23011-BB35904                      +96.0%  New/Relaunch                156       3,900
  23011-FF10159                      +40.1%  Seasonal Baseline          283,044     202,031
  23011-FF11353                      +20.0%  Croston's                   312         260
  23011-FF11926                     +100.0%  Croston's                     0         130
  23011-FF11927                     +100.0%  Inactive                      0          26
  23011-FF12375                       +7.7%  Seasonal Baseline           16,746      15,553
  23011-FF12376                       +6.7%  Seasonal Baseline           21,108      19,784
  23011-FF12377                      +53.8%  Croston's                   120         260
  23011-FF12508                      +23.1%  Croston's                   480         390
  23011-FF12659                       +6.0%  Seasonal Baseline           45,252      48,128
  23011-FF12660                      +10.9%  Croston's                35,724      40,109
  23011-FF12689                       +9.2%  Seasonal Baseline            2,952       3,250
  23011-FF12859                      +16.2%  Seasonal Baseline           93,192      80,217
  23011-FF12887                      +44.0%  Croston's                   936         650
  23011-FF13154                      +36.2%  Croston's                 1,062         780
  23011-FF13874                      +30.2%  Seasonal Baseline              726       1,040
  23011-FF13875                      +80.0%  Croston's                    78         390
  23011-FF13876                      +24.8%  Croston's                   684         910
  23011-FF13877                      +70.0%  Croston's                   156         520
  23011-FF13878                      +54.8%  Croston's                   588       1,300
  23011-FF13879                      +20.9%  Croston's                 1,440       1,820
  23011-FF13880                      +27.3%  Croston's                   756       1,040
  23011-FF14468                      +21.9%  Seasonal Baseline           22,818      18,721
  23011-FF14469                      +16.5%  Seasonal Baseline           37,392      32,089
  23011-FF15589                      +12.5%  Seasonal Baseline           60,480      53,758
  23011-FF15592                      +31.3%  Seasonal Baseline           53,088      40,447
  23011-FF15595                      +15.7%  Seasonal Baseline           29,304      34,768
  23011-FF15718                     +100.0%  Croston's                     0       1,560
  23011-FF16704                      +10.0%  Seasonal Baseline              936       1,040
  23011-FF16705                      +60.0%  Croston's                   624       1,560
  23011-FF18956                     +100.0%  Croston's                     0         260
  23011-FF19341                      +77.0%  Croston's                 1,920       1,085
  23011-FF19546                      +72.3%  Croston's                   288       1,040
  23011-FF20001                       +9.6%  Seasonal Baseline          121,716     111,054
  23011-FF22070                     +100.0%  Inactive                      0         260
  23011-FF22071                     +100.0%  Inactive                      0         130
  23011-FF22187                      +20.0%  Croston's                   936       1,170
  23011-FF22317                      +20.0%  Croston's                   312         390
  23011-FF23346                      +26.2%  Sparse Intermittent              192         260
  23011-FF25556                     +140.0%  Croston's                   312         130
  23011-FF25667                     +380.0%  Heuristic                   624         130
  23011-FF25670                     +380.0%  Croston's                   624         130
  23011-FF25689                      +84.6%  Sparse Intermittent              240         130
  23011-FF25895                     +100.0%  Heuristic                     0         312
  23011-FF27687                     +100.0%  Croston's                     0         260
  23011-FF27997                      +60.0%  Croston's                   260         650
  23011-FF28429                     +100.0%  Inactive                      0         130
  23011-FF28457                      +59.7%  Croston's                 7,584       4,750
  23011-FF28459                      +44.2%  Seasonal Baseline            9,372       6,500
  23011-FF29220                      +52.0%  Croston's                   312         650
  23011-FF29833                      +15.4%  Croston's                   600         520
  23011-FF29834                       +6.7%  Croston's                 1,248       1,170
  23011-FF30114                      +60.0%  Croston's                   156         390
  23011-FF30361                      +63.1%  Croston's                    48         130
  23011-FF30363                     +380.0%  Croston's                   624         130
  23011-FF30364                     +140.0%  Croston's                   312         130
  23011-FF30426                      +95.0%  New/Relaunch                156          80
  23011-FF30755                      +84.6%  Sparse Intermittent              180       1,170
  23011-FF30880                      +23.5%  Seasonal Baseline            2,568       2,080
  23011-FF31032                      +45.1%  Seasonal Baseline            1,320         910
  23011-FF31075                      +65.2%  Seasonal Baseline            4,080       2,470
  23011-FF31076                       +5.8%  Croston's                   612         650
  23011-FF31287                      +49.2%  Croston's                   304         598
  23011-FF31289                      +58.9%  Croston's                   534       1,300
  23011-FF31481                      +22.3%  Seasonal Baseline              636         520
  23011-FF31605                      +55.3%  Sparse Intermittent              228         510
  23011-FF31606                      +38.3%  Sparse Intermittent              432         700
  23011-FF31607                      +23.1%  Sparse Intermittent              300         390
  23011-FF31608                      +11.0%  Seasonal Baseline            2,220       2,000
  23011-FF32148                      +53.4%  Seasonal Baseline            2,592       1,690
  23011-FF32149                      +35.4%  Sparse Intermittent              168         260
  23011-FF32363                      +39.9%  Croston's                 1,640       2,730
  23011-FF32364                      +34.6%  Croston's                   510         780
  23011-FF32824                      +75.4%  Croston's                   192         780
  23011-FF32840                       +6.0%  Seasonal Baseline              684         728
  23011-FF34936                      +13.7%  Seasonal Baseline            9,891       8,702
  23011-FF34937                      +12.7%  Seasonal Baseline           17,478      15,508
  23011-FF35059                       +5.2%  Seasonal Baseline          166,020     157,764
  23011-FF38640                      +53.6%  Seasonal Baseline          105,816     228,000
  23011-FF38641                      +65.6%  Seasonal Baseline           26,556      77,200
  23011-FF38642                       +9.1%  Seasonal Baseline           74,700      82,200
  23011-FF4577                       +63.1%  Sparse Intermittent               48         130
  23011-FF4776                       +40.8%  Seasonal Baseline            1,098         780
  23011-FF4849COS                     +6.3%  Seasonal Baseline           21,468      22,907
  23011-FF4934                       +20.0%  Croston's                 1,248       1,040
  23011-FF4935                       +40.0%  Croston's                   312         520
  23011-FF5952                       +92.7%  Heuristic                 4,008       2,080
  23011-FF6553                       +24.4%  Seasonal Baseline            1,572       2,080
  23011-FF6554                       +30.8%  Croston's                    54          78
  23011-FF7112                       +12.1%  Seasonal Baseline           23,274      20,754
  23011-FF7120                        +9.9%  Croston's                22,692      25,174
  23011-FF7215                      +100.0%  Croston's                     0         520
  23011-FF7216                       +29.8%  Croston's                   456         650
  23011-FF7217                       +50.0%  Seasonal Baseline              780         520
  23011-FF7218                       +20.0%  Croston's                   312         260
  23011-FF7221                      +100.0%  Croston's                     0         780
  23011-FF7228                       +21.5%  Croston's                   612         780
  23011-FF7261                      +246.2%  Seasonal Baseline            2,700         780
  23011-FF7263                       +40.0%  Croston's                   156         260
  23011-FF7266COS                     +5.3%  Seasonal Baseline          101,838      96,750
  23011-FF7267COS                    +18.2%  Seasonal Baseline           48,138      40,727
  23011-FF7372                       +18.2%  Seasonal Baseline           14,304      12,101
  23011-FF8256                      +100.0%  Inactive                      0         390
  23011-FF8258                       +49.2%  Sparse Intermittent              198         390
  23011-FF8298                       +35.7%  Croston's                   468         728
  23011-FF8423                       +18.6%  Seasonal Baseline           17,892      15,080
  23011-FF8424                       +10.0%  Croston's                   936       1,040
  23011-FF8425                       +14.1%  Seasonal Baseline            3,744       4,360
  23011-FF8431                      +100.0%  Inactive                      0         130
  23011-FF8652                      +100.0%  Croston's                     0       1,040
  23011-FF8653                      +100.0%  Croston's                     0         780
  23011-FF8832                       +84.6%  Croston's                   240         130
  23011-FF8882/2                     +50.5%  Croston's                50,856     102,700
  23011-FF8990                       +42.2%  Seasonal Baseline              924         650
  23011-FF8991                       +97.5%  Sparse Intermittent               18         728
  23011-FF9060                       +41.2%  Croston's                   612       1,040
  23011-FF9290/24                   +100.0%  OTB (zero)                    0     6,630.0
  23011-FF9298                       +68.0%  Seasonal Baseline            4,368       2,600
  23011-FF9757                       +51.8%  Seasonal Baseline            1,776       1,170
  23011-SF8169                      +426.2%  Croston's                 5,472       1,040
  23011-SF8174                        +7.7%  Seasonal Baseline            1,680       1,820

==================================================================
  WEEKLY DETAIL — AI vs Manual projections
  Key / Model                  W 1 W 2 W 3 W 4 W 5 W 6 W 7 W 8 W 9 W10 W11 W12 W13 W14 W15 W16 W17 W18 W19 W20 W21 W22 W23 W24 W25 W26  Avg/wk   Δ%
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0082                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-BB0082              2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0  2.0       2
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0083                6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6       6  +64.7% 
  Man 23011-BB0083               17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17   17      17
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0092PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   18    0       1  +86.2% 
  Man 23011-BB0092PCS2            5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0094PCS2           54   54   60   60   60   60   60   66   66   66   66   66   66   66   60   54   54   54   54   54   48   48   48   48   36   36      56  +20.0% 
  Man 23011-BB0094PCS2           30   30   40   40   40   40   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50      47
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0096PCS2           42   48   54   54   54   54   54   54   54   54   54   54   54   54   48   48   48   48   48   48   42   42   42   42   30   30      48  +20.6% 
  Man 23011-BB0096PCS2           40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40      40
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0098PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   36    0    0    0    0    0    0    0       1  +95.3% 
  Man 23011-BB0098PCS2           20   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0100PCS2           84    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       3  +96.5% 
  Man 23011-BB0100PCS2           50   70   70   70   70  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100      93
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0102PCS2           18   18   24   24   24   24   24   24   24   24   24   24   24   24   24   18   18   18   18   18   18   18   18   18   12   12      21  +56.2% 
  Man 23011-BB0102PCS2           30   30   40   40   40   40   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50      47
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB0237              168  168  180  168  168  168  168  180  198  270  264  312  276  258  312  486  642  546  228  168  168  180  186  192  174  168     246  +25.4% 
  Man 23011-BB0237              150  150  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200  200     196
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB12479               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-BB12479               3    3    3    3    3    3    3    3    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       1
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB13435CLR/12      1512 1512 1872 1872 1872 1872 1872 1992 1992 1992 1992 1872 1872 1872 1872 1632 1632 1632 1632 1632 1260 1260 1260 1260  900  900   1,648  +43.4% 
  Man 23011-BB13435CLR/12      3070 3065 3215 3250 3978 3117 3435 3380 3276 3265 3228 3058 2884 2803 2584 2647 2534 2590 2603 2583 2561 2856 2307 2311 2515 2515   2,909
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB13436CLR/12      2604 2604 2928 2928 2928 2928 2928 3024 3024 3024 3024 2928 2928 2484 2484 2304 2304 2304 2304 2304 2028 2028 2028 2028 1764 1764   2,536  +38.5% 
  Man 23011-BB13436CLR/12      4353 4346 4558 4608 5641 4420 4870 4792 4645 4629 4577 4335 4089 3975 3664 3754 3592 3672 3691 3663 3632 4049 3272 3276 3566 3566   4,124
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB21058/6          2142 2352 1596 1800 1566 2094 1734 1944 1644 2412 1668 2070 1578 1986 2148 1608 2124 1974 2328 2034 2490 1782 2010 2256 2190 1890   1,978  +1.4% 
  Man 23011-BB21058/6          1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950 1950   1,950
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB24711              10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10  +225.0% 
  Man 23011-BB24711               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    0    0    0    0    0    0    0    0    0    0       3
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB29490/6             6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6       6  +99.7% 
  Man 23011-BB29490/6             0    0    0    0    0 4000 4000 3000 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430 2430   2,105
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB31553PCS3          16   16   24   24   24   24   24   24   24   24   24   24   24   24   24   16   16   16   16   16   16   16   16   16    8    8      19  +22.5% 
  Man 23011-BB31553PCS3          25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB34403               6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6       6  +8.3% 
  Man 23011-BB34403              12   12   12   12   12   12   12   12   12   12   12   12    0    0    0    0    0    0    0    0    0    0    0    0    0    0       6
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-BB35904               6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6       6  +96.0% 
  Man 23011-BB35904             150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150  150     150
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF10159            9894 10302 11766 9450 9258 12102 8610 9768 11034 11166 11100 9372 11040 9024 10716 10422 10740 11790 12066 12564 15054 9450 12168 10836 11424 11928  10,886  +40.1% 
  Man 23011-FF10159               0 8793 8336 8668 9496 9795 9146 8891 7995 8869 8251 9197 8768 8054 7182 7266 7825 7619 7890 6997 6995 7419 7553 7020 7169 6837   7,770
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF10530              12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      12  +0.0% 
  Man 23011-FF10530               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF10556              33   33   33   33   33   33   33   33   33   33   33   33   33   28   28   28   28   28   28   28   28   28   28   28   28   28      30  +1.7% 
  Man 23011-FF10556              30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF11353              12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      12  +20.0% 
  Man 23011-FF11353              10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF11926               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF11926               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF11927               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF11927               1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1       1
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12375             606  606  552  522  594  600  516  612  678  570  798  834  660  708  720  714  618  612  654  666  834  540  642  660  612  618     644  +7.7% 
  Man 23011-FF12375             519  644  651  646  505  612  595  630  578  612  598  613  647  579  626  633  600  534  643  584  584  584  584  584  584  584     598
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12376             822  726  744  822  816  846  642  744  870  822  894  900  738  762  756  954  774  912  882  786 1056  690  840  756  684  870     812  +6.7% 
  Man 23011-FF12376             680  729  890  796  794  693  707  774  854  654  784  737  773  821  691  814  787  707  751  758  674  851  686  821  779  779     761
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12377              12    0   12    0   12    0   12    0   12    0   12    0   12    0    6    0    6    0    6    0    6    0    6    0    6    0       5  +53.8% 
  Man 23011-FF12377              10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12508              48    0   48    0   48    0   48    0   48    0   48    0   48    0   24    0   24    0   24    0   24    0   24    0   24    0      18  +23.1% 
  Man 23011-FF12508              15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12659            2196 1458 1842 1464 1878 1524 1662 1890 1974 1728 1854 1470 1860 1668 1926 1482 1698 1950 1590 1518 1926 1710 1284 1368 2124 2208   1,740  +6.0% 
  Man 23011-FF12659            1800 1980 1980 1980 1980 1584 1584 1584 1584 1584 1980 1980 1980 1980 2079 2079 2079 2079 1663 1663 1663 1663 1663 1979 1979 1979   1,851
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12660            2460    0 2772    0 2772    0 2772    0 2772    0 2772    0 2772    0 2772    0 2772    0 2772    0 2772    0 2772    0 2772    0   1,374  +10.9% 
  Man 23011-FF12660            1500 1650 1650 1650 1650 1320 1320 1320 1320 1320 1650 1650 1650 1650 1733 1733 1733 1733 1386 1386 1386 1386 1386 1649 1649 1649   1,543
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12689             120  120  144  120  120   96   72   96   96   96   96  120   96   96  144  120  120  120  168  144  120   96   96   96   96  144     114  +9.2% 
  Man 23011-FF12689             125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125     125
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12837              48   48   48   48   48   48   42   42   42   42   42   42   42   42   42   42   42   42   54   48   54   42   42   42   42   48      45  +0.5% 
  Man 23011-FF12837              45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45      45
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12858            3180 3552 3468 1920 2364 3072 2316 2556 2340 1824 1764 2724 1812 1572 1680 1860 1608 1680 1980 2256 2136 1704 1908 2004 2328 2160   2,222  +1.8% 
  Man 23011-FF12858            2200 2420 2420 2420 2420 1936 1936 1936 1936 1936 2420 2420 2420 2420 2541 2541 2541 2541 2033 2033 2033 2033 2033 2419 2419 2419   2,263
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12859            2556 2748 2652 2700 2640 3168 2676 2964 2832 2652 2784 2928 3372 4980 6132 3948 4620 3504 3096 4980 4416 3288 5808 3744 3948 4056   3,584  +16.2% 
  Man 23011-FF12859            3000 3300 3300 3300 3300 2640 2640 2640 2640 2640 3300 3300 3300 3300 3465 3465 3465 3465 2772 2772 2772 2772 2772 3299 3299 3299   3,085
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF12887              36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36      36  +44.0% 
  Man 23011-FF12887              25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13154              54    0   84    0   84    0   84    0   84    0   84    0   84    0   84    0   84    0   84    0   84    0   84    0   84    0      41  +36.2% 
  Man 23011-FF13154              30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13874              30   30   30   24   30   30   24   30   24   30   24   30   30   24   30   30   30   30   30   30   30   24   24   24   24   30      28  +30.2% 
  Man 23011-FF13874              40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40      40
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13875               6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0       3  +80.0% 
  Man 23011-FF13875              15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13876              36    0   54    0   54    0   54    0   54    0   54    0   54    0   54    0   54    0   54    0   54    0   54    0   54    0      26  +24.8% 
  Man 23011-FF13876              35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35      35
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13877              12    0   12    0   12    0   12    0   12    0   12    0   12    0   12    0   12    0   12    0   12    0   12    0   12    0       6  +70.0% 
  Man 23011-FF13877              20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13878              48    0   48    0   48    0   48    0   48    0   48    0   48    0   42    0   42    0   42    0   42    0   42    0   42    0      23  +54.8% 
  Man 23011-FF13878              50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50      50
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13879              72    0  114    0  114    0  114    0  114    0  114    0  114    0  114    0  114    0  114    0  114    0  114    0  114    0      55  +20.9% 
  Man 23011-FF13879              70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70      70
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13880              36    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0      29  +27.3% 
  Man 23011-FF13880              40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40      40
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13881             222  228  216  228  258  246  198  276  294  282  192  186  264  282  336  336  318  390  216  210  354  210  216  186  180  186     250  +0.0% 
  Man 23011-FF13881               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF13885              48   48   48   48   54   54   48   48   48   48   48   48   48   48   48   48   48   48   48   48   54   48   48   48   48   48      49  +2.6% 
  Man 23011-FF13885              50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50      50
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF14468             660  921  681  762  825  699  681  993  762  837  873  933  888  888  798  861  990  900  894  876  885  744 1206  906  963 1392     878  +21.9% 
  Man 23011-FF14468             700  770  770  770  770  616  616  616  616  616  770  770  770  770  809  809  809  809  647  647  647  647  647  770  770  770     720
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF14469            1152 1494 1332 1221 1140 1641 1176 1332 1275 1401 1515 1473 1659 1524 1314 1350 1443 1410 1416 2238 1740 1206 1620 1326 1356 1638   1,438  +16.5% 
  Man 23011-FF14469            1200 1320 1320 1320 1320 1056 1056 1056 1056 1056 1320 1320 1320 1320 1386 1386 1386 1386 1109 1109 1109 1109 1109 1320 1320 1320   1,234
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF14584              44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44   44      44  +0.8% 
  Man 23011-FF14584              80   80   80   80   80   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35      44
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF15584            1968 2472 2352 2160 1896 2112 1944 1848 2232 1872 2232 2352 1848 1968 2040 2280 2112 1872 2232 1968 2664 1776 2112 1680 2256 2160   2,093  +3.8% 
  Man 23011-FF15584            1711 1961 1486 1414 1991 1837 1816 4330 2237 1761 2191 1617 2081 2159 1951 2199 2172 2008 2055 2109 1706 1830 1767 1946 2039 2039   2,016
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF15585            3084 3768 3600 3048 2940 3732 2844 3408 3876 3516 3672 3852 3540 4308 3840 3972 3492 4032 4320 3888 5016 3060 3396 3204 3276 3612   3,627  +2.3% 
