TABLE_NAME,TABLE_TYPE,REMARKS
Order_History_Report_Brand_Buzz_Off_Price_Order_History,VIEW,
Order_History_Report_Burt_s_Major_Replen_Order_History,VIEW,
Order_History_Report_Burt_s_Order_History_2022_current,VIEW,
Order_History_Report_Burt_s_Order_History_2023_ON,VIEW,
Order_History_Report_CA_Open_Orders,VIEW,
Order_History_Report_Cancel_Order_Report,VIEW,
Order_History_Report_Cancel_Orders_Review,VIEW,
Order_History_Report_Cancelled_but_Still_Showing_Open,VIEW,
Order_History_Report_Cancelled_Order_Shina,VIEW,
Order_History_Report_Cancelled_Orders,VIEW,
Order_History_Report_Cancelled_Orders_AEI,VIEW,
Order_History_Report_Cancelled_Orders_for_Cut_Sheet,VIEW,Report used for consolidated cut sheet sent by whse
Order_History_Report_Cancelled_Orders_Summary,VIEW,
Order_History_Report_Cancelled_Orders_w_Open_Qty,VIEW,Orders that have been cancelled but cancelled qty not updated.  
Order_History_Report_Cancelled_Orders_with_Low_ATS,VIEW,
Order_History_Report_Category_Sales_Trend,VIEW,My Description
Order_History_Report_Check_when_records_are_being_updated,VIEW,
Order_History_Report_CHEWY_2022,VIEW,
Order_History_Report_CHEWY_2023_ORDERS,VIEW,
Order_History_Report_Chewy_Cut_Summary,VIEW,
Order_History_Report_Chewy_Fill_Rate,VIEW,
Order_History_Report_CHEWY_Open_Orders_2021_on_,VIEW,
Order_History_Report_Chewy_Open_Orders_2022_On_,VIEW,
Order_History_Report_Chewy_Open_Orders_2023_YTD_,VIEW,
Order_History_Report_CHEWY_Order_History_2022_and_on_,VIEW,
Order_History_Report_Chewy_Order_History_with_Cancels,VIEW,
Order_History_Report_Cleanze_Summary,VIEW,
Order_History_Report_Customer_order_timeline_all_cust,VIEW,My Description
Order_History_Report_Customer_PO_s_By_Order_Date,VIEW,
Order_History_Report_DG_Order_History_with_Cancels,VIEW,
Order_History_Report_Disney_Tracker,VIEW,
Order_History_Report_Does_not_Exist_in_Acct_Mstyle_Master_Summary,VIEW,
Order_History_Report_Drill_Down_target_to_confirm_PCS_Kit_was_mirrored_by_Automation,VIEW,
Order_History_Report_Embedded_for_Accounts_mirror_,VIEW,
Order_History_Report_Embedded_for_Acct_MStyle_Master,VIEW,
Order_History_Report_Embedded_for_Acct_MStyle_Pairs,VIEW,
Order_History_Report_Embedded_for_Acct_MStyle_Pairs2,VIEW,
Order_History_Report_Embedded_for_Acct_MStyle_Pairs3,VIEW,
Order_History_Report_Embedded_for_Acct_MStyle_Snooze,VIEW,
Order_History_Report_Embedded_for_Admin_Scripts,VIEW,
Order_History_Report_Embedded_for_Amazon_Catalog,VIEW,
Order_History_Report_Embedded_for_Brand_Category_Subcategory,VIEW,
Order_History_Report_Embedded_for_Customer_Master,VIEW,
Order_History_Report_Embedded_for_Customer_Master_Sync,VIEW,
Order_History_Report_Embedded_for_Customers,VIEW,
Order_History_Report_Embedded_for_Inv_Flow_mirror_Root_Mstyle_,VIEW,
Order_History_Report_Embedded_for_Inv_Flow_mirror_Root_Mstyle_2,VIEW,
Order_History_Report_Embedded_for_Inventory,VIEW,
Order_History_Report_Embedded_for_Inventory_Flow,VIEW,
Order_History_Report_Embedded_for_Inventory_History,VIEW,
Order_History_Report_Embedded_for_Item_Status_Codes,VIEW,
Order_History_Report_Embedded_for_Order_History_summary_,VIEW,
Order_History_Report_Embedded_for_Orders_Shipments,VIEW,
Order_History_Report_Embedded_for_Orders_Shipments2,VIEW,
Order_History_Report_Embedded_for_OrdShpd,VIEW,
Order_History_Report_Embedded_for_Projections,VIEW,
Order_History_Report_Embedded_for_Projections2,VIEW,
Order_History_Report_Embedded_for_Shipments,VIEW,
Order_History_Report_Embedded_for_Shipments_ShipQty_0,VIEW,
Order_History_Report_Embedded_for_Styles,VIEW,
Order_History_Report_Embedded_for_Temp_Unique_Order_History,VIEW,
Order_History_Report_Embedded_for_Unique_Acct_MStyles,VIEW,
Order_History_Report_Embedded_for_User_Focus,VIEW,
Order_History_Report_Embedded_for_Whse_Messages,VIEW,
Order_History_Report_Embedded_for_Whse_Messages2,VIEW,
Order_History_Report_Embedded_for_Whse_Messages3,VIEW,
Order_History_Report_Embedded_for_Whse_Messages4,VIEW,
Order_History_Report_Entertainment_L12_Month_Shipd,VIEW,
Order_History_Report_Exception_Report,VIEW,
Order_History_Report_Exception_Review,VIEW,
Order_History_Report_Exception_Review_inc_Partial_Cxls,VIEW,
Order_History_Report_Export_for_Performance_Analysis,VIEW,
Order_History_Report_Export_Key_to_check_for_Duplicates,VIEW,
Order_History_Report_Export_Verify_Duplicates,VIEW,
Order_History_Report_Fetch_BB_Orders_L18M_w_cancels_PBI_Reporting_Use,VIEW,
Order_History_Report_Fill_Rate_2021,VIEW,
Order_History_Report_Five_Below_Order_History_Report_2025,VIEW,
Order_History_Report_GLAD_TRAINING_PADS_OPEN_ORDERS,VIEW,
Order_History_Report_History_Order_Off_price_Direct_Order,VIEW,
Order_History_Report_History_Order_Shina,VIEW,
Order_History_Report_History_Order_Shina_super_search_,VIEW,
Order_History_Report_Ignore_Sell_Price,VIEW,
Order_History_Report_Invoiced_but_No_Status,VIEW,
Order_History_Report_Item_Status_sell_by_year,VIEW,My Description
Order_History_Report_Items_with_No_Match_in_PT,VIEW,
Order_History_Report_Items_with_No_Match_in_PT2,VIEW,
Order_History_Report_July_Open_Orders,VIEW,
Order_History_Report_Kingsford_Order_History,VIEW,
Order_History_Report_KOHLS_ORDER_HISTORY_ALL_for_Kohls_retail_report_,VIEW,
Order_History_Report_Kohls_Order_History_with_Cancels,VIEW,
Order_History_Report_List_All,VIEW,
Order_History_Report_List_All_Cancelled_2024_RPL_,VIEW,
Order_History_Report_List_All_PBI_Fill_Rate,VIEW,
Order_History_Report_List_All_PowerBI,VIEW,
Order_History_Report_List_All_PSP,VIEW,
Order_History_Report_List_All_Recently_Modified_,VIEW,Used for importing the latest data into PowerBI
Order_History_Report_List_All_w_o_Cancelled_,VIEW,
Order_History_Report_List_All_w_o_Cancelled_AU_ONLY,VIEW,
Order_History_Report_List_All_with_Root,VIEW,
Order_History_Report_List_Changes,VIEW,Sorted by Date Modified
Order_History_Report_List_Some_for_debugging_,VIEW,
Order_History_Report_Look_for_Duplicates_in_the_Refresh_Key,VIEW,This is a report of duplicate order history records. The top of this report should all be ones. If there are any duplicates with a number other than one at the top of the report then there's a serious problem and the QuickBase administrator should be notified.  
Order_History_Report_Lost_Sales,VIEW,
Order_History_Report_Lost_Sales_Summary,VIEW,
Order_History_Report_Master_Brand_sell_by_year,VIEW,My Description
Order_History_Report_Meijer_Open_Orders,VIEW,
Order_History_Report_Mikey_All_CXLS,VIEW,
Order_History_Report_Mikey_Order_History_13_Wks_for_Proj_Check,VIEW,
Order_History_Report_Mikey_Order_History_2026_for_Budget_Review_Open_Cxl,VIEW,
Order_History_Report_Mikey_Order_History_2026_for_Budget_Review_Shipped_3_4,VIEW,
Order_History_Report_Mikey_Order_History_2026_for_Budget_Review_Shipped_5_6,VIEW,
Order_History_Report_Missing_Customer_Names,VIEW,
Order_History_Report_Missing_Refresh_Key_Mirror_2,VIEW,
Order_History_Report_Modified_Last_7_Days,VIEW,
Order_History_Report_Modified_Today,VIEW,
Order_History_Report_My_Open_Orders_20_Margin,VIEW,
Order_History_Report_My_Past_Due_Open_Orders,VIEW,
Order_History_Report_New_Orders_30_of_Prj,VIEW,
Order_History_Report_New_Summary_Report,VIEW,
Order_History_Report_New_Table_Report_SJ,VIEW,
Order_History_Report_NJ_Open_Orders,VIEW,
Order_History_Report_Off_Price_Order_History_2021_2022_PowerBI,VIEW,
Order_History_Report_Off_Price_Orders_L12M_Fetch,VIEW,
Order_History_Report_Off_price_past_600d_Month_Order,VIEW,
Order_History_Report_Old_Orders_to_Delete,VIEW,
Order_History_Report_One_time_cop,VIEW,
Order_History_Report_Open_Order_Summary,VIEW,
Order_History_Report_Open_Orders,VIEW,
Order_History_Report_Open_Orders_by_Customer,VIEW,
Order_History_Report_Open_Orders_for_Mstyle,VIEW,
Order_History_Report_Open_Orders_No_ATS_GE,VIEW,
Order_History_Report_Open_Orders_No_ATS_GE_rev,VIEW,
Order_History_Report_Open_Orders_PBI_Import,VIEW,
Order_History_Report_Open_Orders_with_Margin_20_,VIEW,
Order_History_Report_Open_Sales_Orders_Projected_Fill_Rate,VIEW,
Order_History_Report_Optimum_WoS_Check_WIP,VIEW,
Order_History_Report_Ord_Shps_Missing_a_Customer,VIEW,
Order_History_Report_Order_History_Cancels_Only,VIEW,
Order_History_Report_Order_History_Drilldown,VIEW,
Order_History_Report_Order_History_for_BB_Off_Price,VIEW,
Order_History_Report_Order_History_GE,VIEW,
Order_History_Report_Order_History_invoiced_AEI,VIEW,
Order_History_Report_Order_History_Jonathan,VIEW,
Order_History_Report_Order_History_Report,VIEW,
Order_History_Report_Order_History_w_Cancels_2022_current_PBI_Inv_Brand_Review,VIEW,
Order_History_Report_Order_History_w_Cancels_2022_YTD_PBI_,VIEW,
Order_History_Report_Order_History_w_Cancels_2023_on,VIEW,
Order_History_Report_Order_History_w_Cancels_last_60_days_PBI_Aged_Inventory,VIEW,
Order_History_Report_Order_History_with_Cancels_GE_rev,VIEW,
Order_History_Report_Order_Ship_History_L12M,VIEW,
Order_History_Report_Order_Summary_L3D,VIEW,quickly check L3D order for prj revise need
Order_History_Report_Order_Summary_L3D_Price_,VIEW,
Order_History_Report_Order_Summary_L5D_off_price_,VIEW,
Order_History_Report_Orders_by_Week_by_Item_FOR_GEM_PROJECTIONS_DO_NOT_EDIT,VIEW,
Order_History_Report_Orders_for_Styles_That_Do_Not_Exists_in_Styles,VIEW,
Order_History_Report_Orders_Missing_from_Customer_POs_in_PT,VIEW,
Order_History_Report_OrderShp_MStyles_missing_a_Reorder_Rule,VIEW,"These OrdShps have an Item Status which is not recognized in the Item Status Table here. https://pim.quickbase.com/db/bpvanvbv3?a=td
Pleas Update The Item Status in Product Track: Styles or add a New Item Status in the Above Table."
Order_History_Report_Past_18_Months_Order_Summary_Shipped_AMY,VIEW,
Order_History_Report_Past_18_Months_Order_Summary_WMT,VIEW,
Order_History_Report_Past_18_Months_Orders_Summary,VIEW,
Order_History_Report_Past_18_Months_Orders_Summary_by_Customer_Open_Shipped_,VIEW,
Order_History_Report_Past_18_Months_Orders_Summary_Open_Shipped_,VIEW,
Order_History_Report_Past_Due_Open_Orders,VIEW,
Order_History_Report_Past_Due_Open_Orders_Not_in_Whse_or_Invoiced_Status,VIEW,
Order_History_Report_Past_Due_Open_Orders_Summary,VIEW,
Order_History_Report_Past_Due_Order_Summary_by_Month,VIEW,
Order_History_Report_Past_Due_Order_Summary_by_Week,VIEW,
Order_History_Report_PETCO_Open_Orders_2021_on_,VIEW,
Order_History_Report_PETCO_Open_Orders_2022_on_,VIEW,
Order_History_Report_Petsmart_Open_Orders,VIEW,
Order_History_Report_PetSmart_Open_Orders_2021_on_,VIEW,
Order_History_Report_Petsmart_Open_Orders_for_PSM_Fetch_Inv_Report_,VIEW,
Order_History_Report_PO_cancelled_by_brand_inventory,VIEW,
Order_History_Report_PO_Fill_Rate_By_Brand_2022_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_By_Brand_2023_Active_Rpl_,VIEW,"Displays fill rate for 2023 for active rpl  items (all customers including AMZ). 
-Excludes promo items
-Includes FD items (since possible previously on rpl but discounts if oversold)
-Excludes exceptions (cancellations not driven by OOS)"
Order_History_Report_PO_Fill_Rate_by_Brand_2024_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_By_Brand_2025_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_By_Brand_2025_Amazon_Active_,VIEW,
Order_History_Report_PO_Fill_Rate_By_Brand_2025_w_out_AMZ_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_By_Brand_2026_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_2026_Active_Rpl_Top_Rev,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_Amazon_Only,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_AMZ_only_2023,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_w_Amz_2023,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_w_out_Amz_,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_w_out_Amz_2023,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_w_out_Amz_2024_Review_Exception,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_w_out_Amz_Last_14_Days_Review,VIEW,
Order_History_Report_PO_Fill_Rate_by_Brand_with_Amz_,VIEW,
Order_History_Report_PO_Fill_Rate_by_Category_2024_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_by_Category_w_out_AMZ_2023,VIEW,
Order_History_Report_PO_Fill_Rate_By_Cateogory_2023_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_by_Customer_Active_Replen_Only,VIEW,
Order_History_Report_PO_Fill_Rate_by_Customer_Active_Replen_Only_2024,VIEW,
Order_History_Report_PO_Fill_Rate_by_Customer_Active_Replen_Only_20242,VIEW,
Order_History_Report_PO_Fill_Rate_by_Customer_Active_Replen_Only_2025,VIEW,
Order_History_Report_PO_Fill_Rate_by_Customer_Active_Replen_Only_2026,VIEW,
Order_History_Report_PO_Fill_Rate_by_Qtr_2025_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_by_Week_2026_Amazon_Active_,VIEW,
Order_History_Report_PO_Fill_Rate_Style_Summary_2024_Active_Rpl_,VIEW,
Order_History_Report_PO_Fill_Rate_Style_Summary_2025_Active_Rpl_,VIEW,
Order_History_Report_PO_perf_by_Customer_Active_Replen_YoY_compare,VIEW,
Order_History_Report_PO_Qtrly_Fill_Rate_by_Brand_2024_Active_Rpl_,VIEW,
Order_History_Report_PO_Qtrly_Fill_Rate_by_Customer_2024_Active_Rpl_,VIEW,
Order_History_Report_PO_Qtrly_Fill_Rate_by_Customer_2025_Active_Rpl_,VIEW,
Order_History_Report_PO_Qtrly_Fill_Rate_by_Div_2024_Active_Rpl_,VIEW,
Order_History_Report_PO_Qtrly_Fill_Rate_by_Div_Active_Rpl_,VIEW,
Order_History_Report_PO_shpd_by_brand_inventory,VIEW,
Order_History_Report_Private_Label_Exclusive_Missing_Projection,VIEW,*** used by Automation - do not delete or Adjust ***
Order_History_Report_Private_Label_Exclusive_Missing_projection_Summary_,VIEW,Private Label Exclusive Missing projection (Summary)
Order_History_Report_Problem_with_Root_Mstyle,VIEW,
Order_History_Report_Profitability,VIEW,
Order_History_Report_PSM_Burt_s_Order_History_PBI,VIEW,
Order_History_Report_PSM_Burts_2022_PBI,VIEW,
Order_History_Report_PSM_Order_History_PBI_,VIEW,
Order_History_Report_PSM_Order_History_with_Cancels,VIEW,
Order_History_Report_PSM_Orders_2022_On_,VIEW,
Order_History_Report_Q2_Fill_Rate_by_Brand_2024_Active_Rpl_,VIEW,
Order_History_Report_Qtrly_PO_Fill_Rate_by_Brand_2026_Active_Rpl_,VIEW,
Order_History_Report_Qty_Ord_Master_Pack,VIEW,
Order_History_Report_Quarterly_Change,VIEW,
Order_History_Report_Reason_Code_Review_Export,VIEW,
Order_History_Report_Record_Counts_by_Time_of_Day,VIEW,
Order_History_Report_Record_Counts_Created_by_Day_in_recent_week,VIEW,
Order_History_Report_Records_missing_a_Unique_Acct_MStyle_entry,VIEW,
Order_History_Report_Records_to_be_Snoozed,VIEW,
Order_History_Report_Root_Mstyle_inv_flow_root_ref_Do_not_Match_Root_Mstyle_for_Ord_Hist_,VIEW,
Order_History_Report_Root_Mstyle_MIsmatch,VIEW,
Order_History_Report_Safety_Net_of_PCS_Mirror_not_PCS_Lookup,VIEW,If there are records on this report that means that the automations are not properly maintaining the mirror Field. This needs to be investigated.
Order_History_Report_Sales_Summary_by_Year,VIEW,
Order_History_Report_September_Open_Orders,VIEW,
Order_History_Report_SET_UP_AUTO_Acct_Mstyle_Pairs_Missing_from_Master,VIEW,
Order_History_Report_Shipped_by_Account_for_a_Date_Range,VIEW,
Order_History_Report_Shipped_History_Active_AEI,VIEW,To review shipped history when doing projections
Order_History_Report_Shipped_History_Active_Burts,VIEW,
Order_History_Report_Shipped_YTD,VIEW,
Order_History_Report_Sku_Count_LY,VIEW,
Order_History_Report_Style_Summary_20_Margin,VIEW,
Order_History_Report_Styles_not_in_PT,VIEW,
Order_History_Report_Summary_Report_of_Duplicate_Refresh_Keys,VIEW,
Order_History_Report_Test_duplicate_Refresh_Key,VIEW,
Order_History_Report_Today_s_Amazon_Orders,VIEW,
Order_History_Report_Today_s_AMazon_Orders_Summary_by_Style,VIEW,
Order_History_Report_Top_styles_perf_test,VIEW,
Order_History_Report_Unique_Acct_MStyles,VIEW,
Order_History_Report_Unique_Item_Statuses,VIEW,
Order_History_Report_Used_on_Super_Search_Open_Orders,VIEW,
Order_History_Report_Walmart_US_Open_Orders,VIEW,
Order_History_Report_WM_Order_History,VIEW,
Order_History_Report_WMT_ORDER_HISTORY_2025_ON,VIEW,
Order_History_Report_WMT_ORDER_HISTORY_W_CANCELS_FOR_PBI_REPORTING_,VIEW,
Order_History_Report_WMT_Order_History_with_Cancels,VIEW,
Order_OOS_Alerts,TABLE,
Order_OOS_Alerts_Report_Embedded_for_Accounts_mirror_,VIEW,
Order_OOS_Alerts_Report_Embedded_for_Styles,VIEW,
Order_OOS_Alerts_Report_List_All,VIEW,
Order_OOS_Alerts_Report_List_Changes,VIEW,Sorted by Date Modified
Orders_and_Shipments,TABLE,
Orders_and_Shipments_Report_All_Orders_for_a_Customer,VIEW,
Orders_and_Shipments_Report_Customer_Order_Future,VIEW,
Orders_and_Shipments_Report_Customer_PO_s_By_Date_Shipped,VIEW,
Orders_and_Shipments_Report_Embedded_for_Acct_MStyle_Snooze,VIEW,
Orders_and_Shipments_Report_Embedded_for_Customer_Master,VIEW,
Orders_and_Shipments_Report_Embedded_for_Customers,VIEW,
Orders_and_Shipments_Report_Embedded_for_Inventory_Flow,VIEW,
Orders_and_Shipments_Report_Embedded_for_Order_History,VIEW,
Orders_and_Shipments_Report_Embedded_for_OrdShpd,VIEW,
Orders_and_Shipments_Report_Embedded_for_OrdShpd2,VIEW,
Orders_and_Shipments_Report_Embedded_for_Projections,VIEW,
Orders_and_Shipments_Report_Embedded_for_Projections2,VIEW,
Orders_and_Shipments_Report_Embedded_for_Styles,VIEW,
Orders_and_Shipments_Report_Embedded_for_Unique_Acct_MStyles,VIEW,
Orders_and_Shipments_Report_Embedded_for_User_Focus,VIEW,
Orders_and_Shipments_Report_Item_Open_Order_Drilldown,VIEW,
Orders_and_Shipments_Report_Item_Order_History,VIEW,
Orders_and_Shipments_Report_List_All,VIEW,
Orders_and_Shipments_Report_List_All_Orders_Last_3_Months_Only,VIEW,
Orders_and_Shipments_Report_List_Changes,VIEW,Sorted by Date Modified
Orders_and_Shipments_Report_Missing_Customer_Names_in_Orders_Shipments,VIEW,
Orders_and_Shipments_Report_Missing_Projections,VIEW,
Orders_and_Shipments_Report_Open_Customer_PO_s,VIEW,
Orders_and_Shipments_Report_Open_Orders,VIEW,
Orders_and_Shipments_Report_Open_Orders_Drilldown,VIEW,
Orders_and_Shipments_Report_Order_Summary_by_Week,VIEW,
Orders_and_Shipments_Report_Shipment_Summary_by_MStyle,VIEW,
Orders_and_Shipments_Report_Tot_Ord_L2w_QB_Support_Test_Regina,VIEW,
Orders_and_Shipments_Report_Tot_Ord_L4w_QB_Support_Test_Regina,VIEW,
Orders_and_Shipments_Report_Total_Qty_Ord_L4w_TEST_QB_Support_Test_Regina,VIEW,
Orders_and_Shipments_Report_Used_on_Acct_MStyles_for_Open_Orders,VIEW,
Petsmart_Sales,TABLE,
Petsmart_Sales_Report_Embedded_for_Acct_MStyle_Master,VIEW,
Petsmart_Sales_Report_Embedded_for_Projections,VIEW,
Petsmart_Sales_Report_Embedded_for_Retailer_Sales,VIEW,
Petsmart_Sales_Report_Embedded_for_Styles,VIEW,
Petsmart_Sales_Report_Items_Missing_Mstyles,VIEW,
Petsmart_Sales_Report_List_All,VIEW,
Petsmart_Sales_Report_List_Changes,VIEW,Sorted by Date Modified
Petsmart_Sales_Report_Petsmart_Last_13_Weeks,VIEW,
Petsmart_Sales_Report_Sales_Summary_Across,VIEW,
PO_Data_Errors,TABLE,
PO_Data_Errors_Report_List_All,VIEW,
PO_Data_Errors_Report_List_Changes,VIEW,Sorted by Date Modified
PO_ETA_Changes,TABLE,
PO_ETA_Changes_Report_List_All,VIEW,
PO_ETA_Changes_Report_List_Changes,VIEW,Sorted by Date Modified
Proj_Accuracy_By_Acct_MStyle,TABLE,
Proj_Accuracy_By_Acct_MStyle_Report_Embedded_for_Accounts_mirror_,VIEW,
Proj_Accuracy_By_Acct_MStyle_Report_Embedded_for_Styles,VIEW,
Proj_Accuracy_By_Acct_MStyle_Report_List_All,VIEW,
Proj_Accuracy_By_Acct_MStyle_Report_List_Changes,VIEW,Sorted by Date Modified
Proj_Accuracy_By_Brand,TABLE,
Proj_Accuracy_By_Brand_Report_List_All,VIEW,
Proj_Accuracy_By_Brand_Report_List_Changes,VIEW,Sorted by Date Modified
Proj_Accuracy_By_Customer,TABLE,
Proj_Accuracy_By_Customer_Report_Embedded_for_Accounts_mirror_,VIEW,
Proj_Accuracy_By_Customer_Report_List_All,VIEW,
Proj_Accuracy_By_Customer_Report_List_Changes,VIEW,Sorted by Date Modified
Proj_Accuracy_By_MStyle,TABLE,
Proj_Accuracy_By_MStyle_Report_Embedded_for_Styles,VIEW,
Proj_Accuracy_By_MStyle_Report_List_All,VIEW,
Proj_Accuracy_By_MStyle_Report_List_Changes,VIEW,Sorted by Date Modified
Proj_Accuracy_By_Segment,TABLE,
Proj_Accuracy_By_Segment_Report_List_All,VIEW,
Proj_Accuracy_By_Segment_Report_List_Changes,VIEW,Sorted by Date Modified
Projection_Comments,TABLE,
Projection_Comments_Report_Awaiting_Planner_Response,VIEW,
Projection_Comments_Report_Current_Week_s_Projection_Comments,VIEW,
Projection_Comments_Report_Embedded_for_Customers,VIEW,
Projection_Comments_Report_Embedded_for_Styles,VIEW,
Projection_Comments_Report_Embedded_for_Weeks,VIEW,
Projection_Comments_Report_List_All,VIEW,
Projection_Comments_Report_List_Changes,VIEW,Sorted by Date Modified
Projections,TABLE,
Projections_Report__Projections_by_Brand,VIEW,
Projections_Report__Projections_by_Month,VIEW,
Projections_Report_Acct_Div_Field_Comparison,VIEW,
Projections_Report_Acct_Mstyle_Mismatch_Report_acct_mstyle_pairs_,VIEW,
Projections_Report_Acct_Mstyles_on_Auto_Project,VIEW,
Projections_Report_Acct_or_Mstyle_Fields_Blank,VIEW,
Projections_Report_Active_but_Marked_Closed,VIEW,
Projections_Report_Active_Cust_but_Disco_d,VIEW,
Projections_Report_Active_Cust_but_Zero_Order_L90d,VIEW,
Projections_Report_Active_Projections_Not_Ordered_Last_3_Months,VIEW,
Projections_Report_Active_Projections_with_Zero_Qty_Prjd,VIEW,
Projections_Report_Admin_Rollover_Part_X_of_4,VIEW,
Projections_Report_AI_PRJ_Claude_,VIEW,
Projections_Report_Amazon_Active_Styles_in_CLOSED_Status,VIEW,
Projections_Report_Amazon_ASIN_Additions,VIEW,
Projections_Report_Amazon_Australia_Prj,VIEW,
Projections_Report_Amazon_Canada_Proj,VIEW,
Projections_Report_Amazon_Forecast_Projections,VIEW,
Projections_Report_Amazon_Items_Needing_Prj,VIEW,
Projections_Report_Amazon_Max_Qty,VIEW,
Projections_Report_Amazon_Max_Qty_Export,VIEW,
Projections_Report_Amazon_Max_QTY_Need_to_Review,VIEW,
Projections_Report_Amazon_Max_Qty_Need_to_Review_Inv_,VIEW,
Projections_Report_Amazon_Max_vs_TW_Order,VIEW,
Projections_Report_Amazon_NO_ASIN_in_Projections,VIEW,
Projections_Report_Amazon_Over_Projections,VIEW,
Projections_Report_Amazon_PL_Under_Projected,VIEW,
Projections_Report_Amazon_Projection_Review,VIEW,
Projections_Report_Amazon_Projections_Exports_with_Order_History,VIEW,
Projections_Report_Amazon_Projections_Screen_ACTIVE_REPLEN_ONLY,VIEW,
Projections_Report_Amazon_Status_Cust_Mismatch,VIEW,
Projections_Report_Amazon_Top_Items,VIEW,
Projections_Report_Amazon_UK_Proj,VIEW,
Projections_Report_Amazon_Under_Projections,VIEW,
Projections_Report_Amy_Prjs,VIEW,
Projections_Report_Amz_AEI,VIEW,
Projections_Report_Amz_Inactivity_Review,VIEW,
Projections_Report_AMZ_Multipack_Prj_Review,VIEW,
Projections_Report_Amz_Multipk_No_Proj_But_Has_Ord_Activity,VIEW,
Projections_Report_AMZ_PL_Projections,VIEW,
Projections_Report_AMZ_PRJ_PBI,VIEW,
Projections_Report_AMZ_Projections_Download_JG,VIEW,
Projections_Report_AMZ_PROJECTIONS_EXPORT_SJ,VIEW,
Projections_Report_Amz_Projections_JG,VIEW,
Projections_Report_Amz_Projections_Review,VIEW,
Projections_Report_Amz_Zero_Projections_But_Ord_L30_Days_,VIEW,
Projections_Report_Arm_and_Hammer_Bridget_s_Items,VIEW,
Projections_Report_AU_Styles_Projections,VIEW,
Projections_Report_Biosilk_CHI_Proj_Not_Incl_Amazon,VIEW,
Projections_Report_Blank_Customers_in_Projections,VIEW,
Projections_Report_Blank_Projections_Records_Need_to_Delete,VIEW,
Projections_Report_Brand_Buzz_Q3_Q4_2022_Projection_Forecast,VIEW,
Projections_Report_Chewy_Projections,VIEW,
Projections_Report_CHEWY_RECAP_Projections,VIEW,
Projections_Report_Closed_but_Recently_Ordered_Amy,VIEW,
Projections_Report_Cust_SKU_Check,VIEW,
Projections_Report_Customer_Closed_Status_but_has_Ord_L13_WK,VIEW,
Projections_Report_Customer_PO_Flow_by_Week,VIEW,
Projections_Report_Customer_Projection_that_are_Also_Snoozed,VIEW,
Projections_Report_Customer_Projection_that_are_Also_Snoozed_Should_be_Deleted,VIEW,
Projections_Report_Customer_Status_Blank,VIEW,
Projections_Report_Debug_Auto_Projection_Weeks,VIEW,
Projections_Report_Debug_report_of_date_last_modified,VIEW,
Projections_Report_delete,VIEW,
Projections_Report_Demand_Forecast_for_My_Accounts,VIEW,
Projections_Report_Display_Fake_Row_for_UAT_of_the_Projections_UI_code_page_,VIEW,
Projections_Report_Drill_down_to_Projections_for_MStyle_or_Parent_Bundle_MultiPack,VIEW,
Projections_Report_Embedded_for_Acct_MStyle_Snooze,VIEW,
Projections_Report_Embedded_for_Acct_MStyle_Snooze2,VIEW,
Projections_Report_Embedded_for_Admin_Rollovers,VIEW,
Projections_Report_Embedded_for_Auto_Project_Templates,VIEW,
Projections_Report_Embedded_for_Auto_project_weekly_indexes,VIEW,
Projections_Report_Embedded_for_Budget_Admin,VIEW,
Projections_Report_Embedded_for_Customer_Forecasts,VIEW,
Projections_Report_Embedded_for_Customer_Master,VIEW,
Projections_Report_Embedded_for_Customers,VIEW,
Projections_Report_Embedded_for_Customers2,VIEW,
Projections_Report_Embedded_for_Forecast_Amazon,VIEW,
Projections_Report_Embedded_for_Inventory,VIEW,
Projections_Report_Embedded_for_Inventory_Flow,VIEW,
Projections_Report_Embedded_for_Inventory_Request_Detail,VIEW,
Projections_Report_Embedded_for_Inventory_Request_Detail2,VIEW,
Projections_Report_Embedded_for_Retailer_Sales,VIEW,
Projections_Report_Embedded_for_Styles,VIEW,
Projections_Report_Embedded_for_Unique_Acct_MStyles,VIEW,
Projections_Report_Embedded_for_User_Focus,VIEW,
Projections_Report_Embedded_for_User_Focus2,VIEW,
Projections_Report_Empty_Projections_Need_to_Project,VIEW,
Projections_Report_Entertainment_Stock_Projections_Exist_but_Not_Considered_New,VIEW,
Projections_Report_Exclusive_Items_with_Other_Projections,VIEW,
